owner,repo_name,pull_number,url,commit_sha,commit_message,commit_date,pushed_date,changed_files,total_additions,total_deletions,state,Is_first_commit,pr_create_date,pr_created_date
mattermost,mattermost,30610,https://github.com/mattermost/mattermost/pull/30610,d220a22,Merge branch 'master' into MM-29092_fix_errcheck_in_auto_environment,2025-04-14T11:50:53Z,2025-04-14T11:50:53Z,"server/.golangci.yml,server/Makefile,server/channels/api4/team.go,server/channels/api4/team_test.go,server/channels/app/admin.go,server/channels/app/platform/cluster_handlers.go,server/channels/app/slack.go,server/channels/utils/license_test.go,server/cmd/mmctl/commands/token_e2e_test.go,server/platform/services/slackimport/slackimport.go",167,12,MERGED,False,,2025-04-01T09:56:24Z
mattermost,mattermost,30610,https://github.com/mattermost/mattermost/pull/30610,3e4725f,Merge branch 'master' into MM-29092_fix_errcheck_in_auto_environment,2025-04-15T07:52:36Z,2025-04-15T07:52:36Z,".github/workflows/api.yml,.github/workflows/codeql-analysis.yml,.github/workflows/e2e-tests-ci-template.yml,.github/workflows/i18n-ci-template.yml,.github/workflows/mmctl-test-template.yml,.github/workflows/scorecards-analysis.yml,.github/workflows/server-ci-artifacts.yml,.github/workflows/server-ci-report.yml,.github/workflows/server-ci-template.yml,.github/workflows/server-test-template.yml,.github/workflows/tag-public-module.yaml,e2e-tests/.ci/server.prepare.sh,e2e-tests/playwright/specs/functional/system_console/permissions/team_access.spec.ts,server/.golangci.yml,server/Makefile,server/channels/api4/channel.go,server/channels/api4/channel_test.go,server/channels/app/bot.go,server/channels/app/bot_test.go,server/channels/app/import_functions_test.go,server/channels/app/integration_action.go,server/channels/app/webhook_test.go,server/channels/store/sqlstore/channel_store_categories.go,server/channels/store/sqlstore/retention_policy_store.go,server/channels/web/saml.go,server/i18n/en.json,server/public/model/role.go,server/public/model/session.go,server/tests/custom-schema-objectID.ldif,server/tests/test-data.ldif,webapp/channels/src/components/admin_console/server_logs/logs.tsx,webapp/channels/src/components/admin_console/server_logs/plain_log_list.tsx,webapp/channels/src/components/admin_console/system_roles/system_role/__snapshots__/system_role_permission.test.tsx.snap,webapp/channels/src/components/admin_console/system_roles/system_role/system_role_permission.tsx,webapp/channels/src/components/plugin_link_tooltip/index.test.tsx,webapp/channels/src/components/plugin_link_tooltip/index.tsx,webapp/channels/src/i18n/en.json,webapp/channels/src/sass/routes/_admin-console.scss",825,218,MERGED,False,,2025-04-01T09:56:24Z
giselles-ai,giselle,719,https://github.com/giselles-ai/giselle/pull/719,8fae6e0,"Remove legacy deployment scripts

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-15T10:19:27Z,2025-04-15T10:19:27Z,"deploy-trigger,ignore-build-step.sh",0,49,MERGED,True,,2025-04-15T10:20:24Z
giselles-ai,giselle,728,https://github.com/giselles-ai/giselle/pull/728,a0b14d2,"fix: skip non-uploaded files in copyFiles function

The copyFiles function now skips files that don't have 'uploaded' status, preventing errors when trying to copy non-existent files.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-17T01:10:23Z,2025-04-17T01:10:23Z,packages/giselle-engine/src/core/runs/add-run.ts,3,0,MERGED,True,,2025-04-17T01:10:50Z
mattermost,mattermost,30624,https://github.com/mattermost/mattermost/pull/30624,28c4c16,"[MM-28761] Fix errcheck linter issues in hosted_purchase_screening worker

- Removed the exception for the file from .golangci.yml
- Added proper error handling for PermanentDeleteByName method

Fixes https://github.com/mattermost/mattermost/issues/28761",2025-04-09T12:16:21Z,2025-04-09T12:16:21Z,"server/.golangci.yml,server/channels/jobs/hosted_purchase_screening/worker.go",4,2,MERGED,False,,2025-04-01T19:26:12Z
mattermost,mattermost,30624,https://github.com/mattermost/mattermost/pull/30624,de6ceb5,Merge branch 'master' into MM-28761_fix_errcheck_hosted_purchase_screening,2025-04-28T13:03:15Z,2025-04-28T13:03:15Z,".github/workflows/api.yml,.github/workflows/codeql-analysis.yml,.github/workflows/e2e-tests-ci-template.yml,.github/workflows/esrupgrade-common.yml,.github/workflows/i18n-ci-template.yml,.github/workflows/mmctl-test-template.yml,.github/workflows/scorecards-analysis.yml,.github/workflows/server-ci-artifacts.yml,.github/workflows/server-ci-report.yml,.github/workflows/server-ci-template.yml,.github/workflows/server-test-template.yml,.github/workflows/tag-public-module.yaml,.gitignore,api/Makefile,api/README.md,api/package.json,api/v4/html/ssr_template.hbs,api/v4/source/audit_logging.yaml,api/v4/source/definitions.yaml,api/v4/source/introduction.yaml,api/v4/source/posts.yaml,api/v4/source/system.yaml,e2e-tests/.ci/server.generate.sh,e2e-tests/.ci/server.prepare.sh,e2e-tests/cypress/tests/integration/channels/accessibility/accessibility_account_settings_spec.js,e2e-tests/cypress/tests/integration/channels/accessibility/accessibility_dropdowns_spec.js,e2e-tests/cypress/tests/integration/channels/account_settings/profile/fullname_truncate_spec.ts,e2e-tests/cypress/tests/integration/channels/account_settings/profile/nickname_spec.ts,e2e-tests/cypress/tests/integration/channels/archived_channel/archived_leave_channel_spec.ts,e2e-tests/cypress/tests/integration/channels/auth_sso/authentication_4_spec.ts,e2e-tests/cypress/tests/integration/channels/bot_accounts/in_lists_2_spec.ts,e2e-tests/cypress/tests/integration/channels/bot_accounts/promote_demote_spec.ts,e2e-tests/cypress/tests/integration/channels/channel/channel_header_modal_spec.js,e2e-tests/cypress/tests/integration/channels/channel/channel_settings_modal_spec.ts,e2e-tests/cypress/tests/integration/channels/channel/channel_settings_spec.ts,e2e-tests/cypress/tests/integration/channels/channel/convert_channel_to_private_spec.ts,e2e-tests/cypress/tests/integration/channels/channel/convert_channel_type_spec.ts,e2e-tests/cypress/tests/integration/channels/channel/leave_and_archive_channel_destructive_spec.ts,e2e-tests/cypress/tests/integration/channels/channel_settings/channel_name_validations_spec.ts,e2e-tests/cypress/tests/integration/channels/collapsed_reply_threads/following_spec.ts,e2e-tests/cypress/tests/integration/channels/collapsed_reply_threads/global_threads_spec.ts,e2e-tests/cypress/tests/integration/channels/collapsed_reply_threads/replies_spec.ts,e2e-tests/cypress/tests/integration/channels/custom_status/custom_status_5_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/accessibility/accessibility_input_fields_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/accessibility/accessibility_modals_dialogs_1_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/accessibility/accessibility_modals_dialogs_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/cloud/billing/notify_admin_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/guest_accounts/guest_experience_ui_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/guest_accounts/guest_identification_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/guest_accounts/guest_identification_ui_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/guest_accounts/guest_invitation_ui_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/guest_accounts/helpers.ts,e2e-tests/cypress/tests/integration/channels/enterprise/guest_accounts/member_invitation_ui_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/guest_accounts/system_console_guest_access_ui_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/ldap/ldap_guest_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/ldap_group/invite_bot_spec.ts,e2e-tests/cypress/tests/integration/channels/enterprise/permissions/team_permissions_spec.ts,e2e-tests/cypress/tests/integration/channels/keyboard_shortcuts/ctrl_cmd_k_open_channel_from_global_threads_spec.js,e2e-tests/cypress/tests/integration/channels/keyboard_shortcuts/ctrl_cmd_shift_slash/not_open_emoji_picker_spec.js,e2e-tests/cypress/tests/integration/channels/message_forwarding/forward_message_from_public_channel_spec.js,e2e-tests/cypress/tests/integration/channels/messaging/message_reply_spec.js,e2e-tests/cypress/tests/integration/channels/multi_team_and_dm/send_dm_user_no_team_spec.js,e2e-tests/cypress/tests/integration/channels/notifications/browser_tab_notification_2_spec.js,e2e-tests/cypress/tests/integration/channels/onboarding/invalidate_pending_email_invitations_spec.js,e2e-tests/cypress/tests/integration/channels/onboarding/login_page_link_account_creation_spec.js,e2e-tests/cypress/tests/integration/channels/onboarding/use_team_invite_link_to_sign_up_spec.js,e2e-tests/cypress/tests/integration/channels/system_console/environment_spec.js,e2e-tests/cypress/tests/integration/channels/system_console/site_configuration/link_customization_e20_1_spec.js,e2e-tests/cypress/tests/integration/channels/system_console/user_management_not_cloud_spec.js,e2e-tests/cypress/tests/integration/channels/team_settings/closed_team_invite_by_email_spec.js,e2e-tests/cypress/tests/integration/channels/team_settings/create_a_team_spec.js,e2e-tests/cypress/tests/integration/channels/team_settings/helpers.js,e2e-tests/cypress/tests/integration/channels/team_settings/invite_members_backdrop_spec.js,e2e-tests/cypress/tests/integration/channels/team_settings/invite_members_spec.js,e2e-tests/cypress/tests/integration/channels/team_settings/invite_user_to_closed_team_spec.js,e2e-tests/cypress/tests/integration/channels/team_settings/join_closed_team_with_not_allowed_email_spec.js,e2e-tests/cypress/tests/integration/channels/team_settings/manage_members_spec.js,e2e-tests/cypress/tests/integration/channels/team_settings/remove_team_icon_spec.js,e2e-tests/cypress/tests/integration/channels/team_settings/teammates_pagination_spec.js,e2e-tests/cypress/tests/integration/channels/team_settings/teams_spec.js,e2e-tests/cypress/tests/integration/playbooks/channels/run_spec.js,e2e-tests/cypress/tests/support/api/cloud_default_config.json,e2e-tests/cypress/tests/support/api/on_prem_default_config.json,e2e-tests/cypress/tests/support/saml_commands.ts,e2e-tests/cypress/tests/support/ui/sidebar_left.ts,e2e-tests/cypress/tests/support/ui/team.ts,e2e-tests/cypress/tests/support/ui_commands.ts,e2e-tests/playwright/README.md,e2e-tests/playwright/lib/package.json,e2e-tests/playwright/lib/src/global_setup.ts,e2e-tests/playwright/lib/src/server/default_config.ts,e2e-tests/playwright/lib/src/server/index.ts,e2e-tests/playwright/lib/src/server/user.ts,e2e-tests/playwright/lib/src/test_action.ts,e2e-tests/playwright/lib/src/test_fixture.ts,e2e-tests/playwright/lib/src/ui/components/channels/center_view.ts,e2e-tests/playwright/lib/src/ui/components/channels/header.ts,e2e-tests/playwright/lib/src/ui/components/channels/post.ts,e2e-tests/playwright/lib/src/ui/components/channels/profile_modal.ts,e2e-tests/playwright/lib/src/ui/components/channels/settings/configuration_settings.ts,e2e-tests/playwright/lib/src/ui/components/channels/settings/display_settings.ts,e2e-tests/playwright/lib/src/ui/components/channels/settings/settings_modal.ts,e2e-tests/playwright/lib/src/ui/components/channels/sidebar_right.ts,e2e-tests/playwright/lib/src/ui/components/global_header.ts,e2e-tests/playwright/lib/src/ui/components/index.ts,e2e-tests/playwright/lib/src/ui/components/user_account_menu.ts,e2e-tests/playwright/lib/src/ui/pages/channels.ts,e2e-tests/playwright/lib/src/ui/pages/drafts.ts,e2e-tests/playwright/lib/src/ui/pages/scheduled_draft.ts,e2e-tests/playwright/lib/src/util.ts,e2e-tests/playwright/package-lock.json,e2e-tests/playwright/package.json,e2e-tests/playwright/specs/accessibility/channels/intro_channel.spec.ts,e2e-tests/playwright/specs/accessibility/channels/theme_settings.spec.ts,e2e-tests/playwright/specs/functional/channels/account_settings/profile/popover_fields.spec.ts,e2e-tests/playwright/specs/functional/channels/center_view/page_up_down_scroll.spec.ts,e2e-tests/playwright/specs/functional/channels/channel_banner/channel_banner.spec.ts,e2e-tests/playwright/specs/functional/channels/custom_profile_attributes/custom_attributes.spec.ts,e2e-tests/playwright/specs/functional/channels/custom_profile_attributes/helpers.ts,e2e-tests/playwright/specs/functional/channels/custom_profile_attributes/user_settings.spec.ts,e2e-tests/playwright/specs/functional/channels/drafts/drafts_on_deleted_message.spec.ts,e2e-tests/playwright/specs/functional/channels/edit_file_attachments/edit_file_attachment.spec.ts,e2e-tests/playwright/specs/functional/channels/gif_picker/gif_picker_search.spec.ts,e2e-tests/playwright/specs/functional/channels/mentions/multiple_mentions.spec.ts,e2e-tests/playwright/specs/functional/channels/message_priority/standard_priority.spec.ts,e2e-tests/playwright/specs/functional/channels/notifications/notification.spec.ts,e2e-tests/playwright/specs/functional/channels/scheduled_drafts/create_scheduled_draft.spec.ts,e2e-tests/playwright/specs/functional/channels/search/search_box_suggestions.spec.ts,e2e-tests/playwright/specs/functional/channels/settings/notifications/highlight_without_notification.spec.ts,e2e-tests/playwright/specs/functional/channels/sidebar_right/page_up_down_scroll.spec.ts,e2e-tests/playwright/specs/functional/system_console/permissions/team_access.spec.ts,e2e-tests/playwright/specs/functional/system_console/system_users/export_data.spec.ts,e2e-tests/playwright/specs/visual/channels/intro_channel.spec.ts-snapshots/intro-to-channel-as-regular-user-chrome-linux.png,e2e-tests/playwright/specs/visual/channels/intro_channel.spec.ts-snapshots/intro-to-channel-as-regular-user-firefox-linux.png,e2e-tests/playwright/specs/visual/channels/intro_channel.spec.ts-snapshots/intro-to-channel-as-regular-user-ipad-linux.png,e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-chrome-linux.png,e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-error-chrome-linux.png,e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-error-firefox-linux.png,e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-error-ipad-linux.png,e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-firefox-linux.png,e2e-tests/playwright/specs/visual/common/signup_email.spec.ts-snapshots/signup-email-ipad-linux.png,e2e-tests/playwright/utils/utils.ts,server/.golangci.yml,server/Makefile,server/channels/api4/api.go,server/channels/api4/apitestlib.go,server/channels/api4/audit_logging.go,server/channels/api4/bleve.go,server/channels/api4/channel.go,server/channels/api4/channel_bookmark_test.go,server/channels/api4/channel_test.go,server/channels/api4/cluster.go,server/channels/api4/config.go,server/channels/api4/custom_profile_attributes.go,server/channels/api4/custom_profile_attributes_test.go,server/channels/api4/elasticsearch.go,server/channels/api4/license.go,server/channels/api4/license_test.go,server/channels/api4/post.go,server/channels/api4/post_test.go,server/channels/api4/system.go,server/channels/api4/team.go,server/channels/api4/team_guest_test.go,server/channels/api4/team_test.go,server/channels/app/admin.go,server/channels/app/audit.go,server/channels/app/authorization.go,server/channels/app/authorization_test.go,server/channels/app/bot.go,server/channels/app/bot_test.go,server/channels/app/config_test.go,server/channels/app/custom_profile_attributes.go,server/channels/app/custom_profile_attributes_test.go,server/channels/app/export_test.go,server/channels/app/file_bench_test.go,server/channels/app/import_functions.go,server/channels/app/import_functions_test.go,server/channels/app/integration_action.go,server/channels/app/license.go,server/channels/app/platform/cluster_handlers.go,server/channels/app/platform/shared_channel_notifier.go,server/channels/app/plugin_api.go,server/channels/app/plugin_test.go,server/channels/app/post_helpers_test.go,server/channels/app/properties/property_value.go,server/channels/app/slack.go,server/channels/app/webhook_test.go,server/channels/db/migrations/migrations.list,server/channels/db/migrations/mysql/000135_sidebarchannels_categoryid.down.sql,server/channels/db/migrations/mysql/000135_sidebarchannels_categoryid.up.sql,server/channels/db/migrations/postgres/000135_sidebarchannels_categoryid.down.sql,server/channels/db/migrations/postgres/000135_sidebarchannels_categoryid.up.sql,server/channels/jobs/helper_test.go,server/channels/jobs/jobs.go,server/channels/store/retrylayer/retrylayer.go,server/channels/store/sqlstore/audit_store.go,server/channels/store/sqlstore/channel_member_history_store.go,server/channels/store/sqlstore/channel_store.go,server/channels/store/sqlstore/channel_store_categories.go,server/channels/store/sqlstore/cluster_discovery_store.go,server/channels/store/sqlstore/command_store.go,server/channels/store/sqlstore/command_webhook_store.go,server/channels/store/sqlstore/group_store.go,server/channels/store/sqlstore/job_store.go,server/channels/store/sqlstore/link_metadata_store.go,server/channels/store/sqlstore/notify_admin_store.go,server/channels/store/sqlstore/post_store.go,server/channels/store/sqlstore/preference_store.go,server/channels/store/sqlstore/property_value_store.go,server/channels/store/sqlstore/retention_policy_store.go,server/channels/store/store.go,server/channels/store/storetest/channel_member_history_store.go,server/channels/store/storetest/group_store.go,server/channels/store/storetest/mocks/PropertyValueStore.go,server/channels/store/storetest/post_store.go,server/channels/store/storetest/preference_store.go,server/channels/store/storetest/property_value_store.go,server/channels/store/timerlayer/timerlayer.go,server/channels/utils/license_test.go,server/channels/web/saml.go,server/channels/web/webhook.go,server/channels/wsapi/websocket_handler.go,server/cmd/mmctl/commands/token_e2e_test.go,server/config/client.go,server/config/client_test.go,server/einterfaces/cloud.go,server/einterfaces/ldap.go,server/einterfaces/mocks/CloudInterface.go,server/einterfaces/mocks/LdapInterface.go,server/enterprise/metrics/metrics.go,server/go.mod,server/go.sum,server/i18n/cs.json,server/i18n/da.json,server/i18n/de.json,server/i18n/en-AU.json,server/i18n/en.json,server/i18n/es.json,server/i18n/fi.json,server/i18n/ja.json,server/i18n/lt.json,server/i18n/nb-NO.json,server/i18n/nl.json,server/i18n/pl.json,server/i18n/ru.json,server/i18n/sv.json,server/i18n/tr.json,server/i18n/uk.json,server/i18n/zh-CN.json,server/platform/services/sharedchannel/channelinvite.go,server/platform/services/sharedchannel/channelinvite_test.go,server/platform/services/sharedchannel/service_api.go,server/platform/services/slackimport/slackimport.go,server/platform/services/telemetry/telemetry.go,server/platform/services/upgrader/upgrader.go,server/public/model/channel.go,server/public/model/client4.go,server/public/model/config.go,server/public/model/config_test.go,server/public/model/custom_profile_attributes.go,server/public/model/custom_profile_attributes_test.go,server/public/model/post.go,server/public/model/role.go,server/public/model/session.go,server/public/model/utils.go,server/public/model/utils_test.go,server/tests/custom-schema-cpa.ldif,server/tests/custom-schema-objectID.ldif,server/tests/test-config.json,server/tests/test-data.ldif,webapp/channels/package.json,webapp/channels/src/actions/admin_actions.jsx,webapp/channels/src/actions/views/channel.ts,webapp/channels/src/actions/views/textbox.js,webapp/channels/src/actions/views/threads.ts,webapp/channels/src/actions/websocket_actions.jsx,webapp/channels/src/components/about_build_modal/about_build_modal.test.tsx,webapp/channels/src/components/about_build_modal/about_build_modal.tsx,webapp/channels/src/components/add_groups_to_team_modal/add_groups_to_team_modal.tsx,webapp/channels/src/components/admin_console/admin_definition.tsx,webapp/channels/src/components/admin_console/audit_logging/index.tsx,webapp/channels/src/components/admin_console/billing/billing_subscriptions/contact_sales_card.tsx,webapp/channels/src/components/admin_console/blockable_link/blockable_link.test.tsx,webapp/channels/src/components/admin_console/custom_profile_attributes/custom_profile_attributes.scss,webapp/channels/src/components/admin_console/custom_profile_attributes/custom_profile_attributes.test.tsx,webapp/channels/src/components/admin_console/custom_profile_attributes/custom_profile_attributes.tsx,webapp/channels/src/components/admin_console/file_upload_setting.tsx,webapp/channels/src/components/admin_console/permission_schemes_settings/strings/groups.tsx,webapp/channels/src/components/admin_console/permission_schemes_settings/strings/permissions.tsx,webapp/channels/src/components/admin_console/server_logs/logs.tsx,webapp/channels/src/components/admin_console/server_logs/plain_log_list.tsx,webapp/channels/src/components/admin_console/system_properties/user_properties_dot_menu.test.tsx,webapp/channels/src/components/admin_console/system_properties/user_properties_dot_menu.tsx,webapp/channels/src/components/admin_console/system_properties/user_properties_table.test.tsx,webapp/channels/src/components/admin_console/system_properties/user_properties_table.tsx,webapp/channels/src/components/admin_console/system_properties/user_properties_type_menu.test.tsx,webapp/channels/src/components/admin_console/system_properties/user_properties_type_menu.tsx,webapp/channels/src/components/admin_console/system_properties/user_properties_utils.ts,webapp/channels/src/components/admin_console/system_properties/user_properties_values.scss,webapp/channels/src/components/admin_console/system_properties/user_properties_values.test.tsx",12921,3598,MERGED,False,,2025-04-01T19:26:12Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,2d543eb,"Add Environment Status Page

Adds a status page for Compiler Explorer environments that shows:
- All environments and their online/offline status
- Current version information with links to GitHub
- Instance health status for each environment

Includes:
- Lambda function for fetching status information
- Terraform configuration for API endpoint
- HTML/JS frontend with auto-refresh functionality
- Fix for simpleGrid click handling with HTML content

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-28T21:06:15Z,2025-04-28T21:06:15Z,"Makefile,README.md,admin/knockout.simpleGrid.3.0.js,admin/status.css,admin/status.html,admin/status.js,lambda/status.py,lambda/status_test.py,terraform/alb.tf,terraform/lambda.tf,terraform/tg.tf",900,2,MERGED,True,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,7b8435f,"Improve status page implementation

- Add Windows environments (prod and staging) with ARNs in terraform
- Add tooltips explaining instance count format (healthy/total)
- Rename SimpleGrid component to make it clear we're using a customized version
- Update libraries.html to use the new SimpleGrid component

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-28T21:54:48Z,2025-04-28T21:54:48Z,"admin/libraries.html,admin/simpleGrid.js,admin/status.html,admin/status.js,lambda/status.py,lambda/status_test.py,terraform/lambda.tf",116,47,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,52b6b38,Fix Python 3.10 compatibility: Use timezone.utc for older Python versions,2025-04-28T22:19:09Z,2025-04-28T22:19:09Z,lambda/status.py,10,1,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,4bc746b,Improve IAM security by using specific target group ARNs instead of wildcards,2025-04-28T22:39:18Z,2025-04-28T22:39:18Z,terraform/lambda.tf,6,1,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,4ba6e73,Refactor status Lambda to use centralized error handling,2025-04-28T22:46:18Z,2025-04-28T22:46:18Z,lambda/status.py,145,96,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,a50f805,Fix mypy type checking for Python 3.10 compatibility,2025-04-28T23:49:01Z,2025-04-28T23:49:01Z,lambda/status.py,1,1,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,a51aa35,Simplify timezone handling by using datetime.timezone.utc directly,2025-04-28T23:55:46Z,2025-04-28T23:55:46Z,lambda/status.py,3,11,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,55e2e68,Revert ELB policy to use wildcard with explanatory comment,2025-04-29T00:08:30Z,2025-04-29T00:08:30Z,terraform/lambda.tf,5,6,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,e8241ee,"Simplify version parsing and extraction in status Lambda

- Refactored extract_version_from_key to a simpler function focusing only on supported formats
- Simplified parse_version_info to handle only the expected S3 path format
- Improved error handling and reduced code duplication
- Added comprehensive tests for version extraction and parsing

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-29T02:49:30Z,2025-04-29T02:49:30Z,"lambda/status.py,lambda/status_test.py",90,77,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,1a34d78,"Fix AWS client initialization for testing

- Use lazy initialization with @functools.cache to avoid creating AWS clients at import time
- Update tests to properly mock the client getter functions instead of the clients directly
- This allows tests to run without AWS credentials or region configuration

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-29T03:01:12Z,2025-04-29T03:01:12Z,"lambda/status.py,lambda/status_test.py",40,21,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,a194478,"Modernize status page JavaScript

- Replace var with const/let
- Use arrow functions where appropriate
- Use template literals instead of string concatenation
- Add fetch timeout with AbortController
- Use nullish coalescing (??) and optional chaining (?.) operators
- Improve template handling in simpleGrid.js
- Enhance error handling with better messages

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-29T03:11:47Z,2025-04-29T03:11:47Z,"README.md,admin/simpleGrid.js,admin/status.js",110,86,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,cc57e8a,"Fix version parsing for branch names with slashes

- Update regex patterns in extract_version_from_key and parse_version_info to handle branch names that contain slashes
- Add tests for branch paths like 'dist/gh/mg/wasming/14615.tar.xz'
- Fix issue where S3 version key format 'dist/gh/mg/wasming/14615.tar.xz' wasn't correctly parsed as version 'gh-14615' with branch 'mg/wasming'

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-29T03:18:59Z,2025-04-29T03:18:59Z,"lambda/status.py,lambda/status_test.py",28,7,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,2994f69,"Fix timezone display in status page

- Replace incorrect 'UTC' label with 'Local time' to accurately reflect displayed time
- Continue using browser's toLocaleString() for proper localization
- Ensure clear indication that times are shown in the user's local timezone

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-29T03:28:59Z,2025-04-29T03:33:38Z,admin/status.js,4,2,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,bb97615,Merge branch 'main' into claude/status_page,2025-04-29T03:33:38Z,2025-04-29T03:33:38Z,,0,0,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,792acfb,"Add LRU cache for fetch_commit_hash and cleanup

- Add functools.lru_cache to fetch_commit_hash for better performance
- Remove unused get_ec2_client function
- Standardize import style by using functools.cache instead of from functools import cache
- Fix tests to handle caching properly with cache_clear()

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-29T03:45:51Z,2025-04-29T03:45:51Z,"lambda/status.py,lambda/status_test.py",14,12,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,94c9ef0,"Add AutoScaling integration to distinguish deliberate shutdowns from outages

- Add AutoScaling client with caching for checking ASG status
- Enhance environment status to distinguish between ""Offline"" (bad) and ""Shut down"" (intentional)
- Update IAM policy to allow accessing AutoScaling API
- Update UI to display deliberate shutdowns with appropriate styling

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-29T04:16:39Z,2025-04-29T04:16:39Z,"admin/status.js,lambda/status.py,lambda/status_test.py,terraform/lambda.tf",106,6,MERGED,False,,2025-04-28T21:06:56Z
compiler-explorer,infra,1598,https://github.com/compiler-explorer/infra/pull/1598,b82691e,Update; 30s,2025-04-29T13:32:25Z,2025-04-29T13:32:25Z,"admin/status.html,admin/status.js",2,2,MERGED,False,,2025-04-28T21:06:56Z
douvy,btc-tooling,11,https://github.com/douvy/btc-tooling/pull/11,fe9157c,"Add real-time halving countdown with blockchain.info API integration

- Create API endpoint that fetches latest block data
- Implement useHalvingData hook with caching
- Update HalvingCountdown with refresh functionality
- Add documentation

🤖 Generated with Claude Code
Co-Authored-By: Claude <noreply@anthropic.com>",2025-04-08T04:08:45Z,2025-04-08T04:15:14Z,"HALVING-COUNTDOWN.md,src/app/api/halving/route.ts,src/app/page.tsx,src/components/bitcoin/HalvingCountdown.tsx,src/hooks/useHalvingData.ts",399,5,MERGED,True,,2025-04-08T04:09:54Z
