owner,repo_name,C3,pull_number,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,created_at,merged_at,time_to_merge
anthropics,anthropic-cookbook,https://github.com/anthropics/anthropic-cookbook/pull/73,73,2024-07-25T20:45:50Z,12902,1,1,72,0,264feebc866ffef08d17c0e45855a0ecf9252075,a73e63f22bb7ad8c020967002fce9de5b333933b,68028f4761c5dbf158b7bf3d43f2f45b44111200,264feebc866ffef08d17c0e45855a0ecf9252075,cal-anthropic,MERGED,2024-07-25T20:45:50Z,2024-08-07T19:57:47Z,"12 days, 23:11:57"
anthropics,anthropic-quickstarts,https://github.com/anthropics/anthropic-quickstarts/pull/262,262,2025-04-22T16:53:48Z,8994,3,1,1,1,466fd25f69a5c43d7b8f495ba2d30938d459d535,81c4085944abb1734db411f05290b538fdc46dcd,b0870d1ca37a298fd5bb0656987cf97eb3551b15,33b1a03ca0ccfb049885ce4766eec7fa36812c69,zckly,MERGED,2025-04-22T16:53:48Z,2025-04-22T17:19:39Z,0:25:51
anthropics,claude-code,https://github.com/anthropics/claude-code/pull/698,698,2025-04-02T23:46:24Z,11396,1,1,87,0,ccfdadbd44213b2c0ce4f65830e4c29662b44a1d,5eb232b866411f9eb5b916cf4df705b7793ceb50,555b6b5b8a5f06f1e8725a584e62fb6b7c8eece5,ccfdadbd44213b2c0ce4f65830e4c29662b44a1d,ashwin-ant,MERGED,2025-04-02T23:46:24Z,2025-04-03T04:01:33Z,4:15:09
anthropics,devcontainer-features,https://github.com/anthropics/devcontainer-features/pull/3,3,2025-03-04T19:14:47Z,38,1,1,5,0,2667c75974eff9622a27e12169aa5b9993b8f924,5a5a177bd5c5f4ff0bacdc059834cd82d7cb822b,e7b9b7555e0afa46b5e62b4b3f5291766d0390be,2667c75974eff9622a27e12169aa5b9993b8f924,8enmann,MERGED,2025-03-04T19:14:47Z,2025-03-04T19:18:03Z,0:03:16
anthropics,devcontainer-features,https://github.com/anthropics/devcontainer-features/pull/4,4,2025-03-04T19:21:54Z,38,2,1,7,5,041d29df73e3abdc7a57075d9d32b81d48000df6,44132f8c4e0075851972204be8cb2014c57c5ed8,5a5a177bd5c5f4ff0bacdc059834cd82d7cb822b,3246e5288cd8155ad42f51af2f2bf13f6f519c2e,8enmann,MERGED,2025-03-04T19:21:54Z,2025-03-05T00:03:43Z,4:41:49
artsy,eigen,https://github.com/artsy/eigen/pull/10279,10279,2024-05-23T09:53:40Z,3667,1,2,25,20,b3652142d17dae2ca5590caad59df374a2fe95f5,c28c17d8a247cc7e54b4f8b5155a022c6c8b4200,bf57116f580b40dd8b3b883dae7b47fc6d47e502,b3652142d17dae2ca5590caad59df374a2fe95f5,nickskalkin,MERGED,2024-05-23T09:53:40Z,2024-05-23T14:05:07Z,4:11:27
artsy,eigen,https://github.com/artsy/eigen/pull/10595,10595,2024-08-12T12:14:32Z,3667,4,4,85,1,183996268ea71a4d2c5557f03b9616826821e3dc,c1656fdfed905512e8ddff7615eb7e17fdb5e472,c7ae3b55827a8b5914fdf7cb1f2925d037a8416a,c1488246e36d911a15f6b5a1da1bb201eb312ceb,nickskalkin,MERGED,2024-08-12T12:14:32Z,2024-08-13T09:01:29Z,20:46:57
artsy,eigen,https://github.com/artsy/eigen/pull/11810,11810,2025-03-31T13:50:13Z,3667,2,3,39,5,054462151ad4a586091c88af9da16fa225513f98,095da5e3ba359978723497b3f1c0e753e4758953,64ec97aba8792d8156360b4c6a5926cd6b4efdaa,3cd194571ffcf756d2338b04364fb4f4b4d9e3c1,olerichter00,MERGED,2025-03-31T13:50:13Z,2025-04-01T14:08:17Z,"1 day, 0:18:04"
artsy,force,https://github.com/artsy/force/pull/14112,14112,2024-06-28T18:41:44Z,615,5,11,95,92,92d312381c7108ce328472677dd00b5ee5827ca5,5ce94e5c661752a097b0f9ce0b9d2c70316976f9,fcf6cb6dd43412c44c74886950035ce7a3d2bc60,41a8c373e93710b64bbe06d43a48c036d37e5f86,anandaroop,MERGED,2024-06-28T18:41:44Z,2024-06-28T19:06:27Z,0:24:43
ascorbic,unpic-img,https://github.com/ascorbic/unpic-img/pull/765,765,2025-01-20T07:37:11Z,1728,1,2,15,13,5c63b591d384e246a56ef73983a51195fa61e0b6,5e8fdce1c0984cc3e68abce5ec8a576fbb1d7239,25716e019b092755dbf1bd37be1e73550e1fbcbd,5c63b591d384e246a56ef73983a51195fa61e0b6,ascorbic,MERGED,2025-01-20T07:37:11Z,2025-01-20T07:42:32Z,0:05:21
ascorbic,unpic-img,https://github.com/ascorbic/unpic-img/pull/720,720,2024-11-15T08:41:26Z,1728,1,1,49,27,19515fa7138321c21d6ac50c4b5e57241b4f710b,c2e2ec57182826a5cf4e9db273317edc85d9e653,de91b7a38606931963744096dd27f1ed5c2ec08c,19515fa7138321c21d6ac50c4b5e57241b4f710b,ascorbic,MERGED,2024-11-15T08:41:26Z,2024-11-15T08:41:55Z,0:00:29
axelclark,ex338,https://github.com/axelclark/ex338/pull/1353,1353,2025-03-23T22:47:28Z,24,1,46,419,339,30437c7894e593e2605b6ff3d3eaba5c33d1b770,12cb6f4a3dbcd8a111f748b1300a2428c2f4dbe1,6afd29c138c90279a75ea274a4f8a79b17e924ca,30437c7894e593e2605b6ff3d3eaba5c33d1b770,axelclark,MERGED,2025-03-23T22:47:28Z,2025-03-24T03:59:22Z,5:11:54
basicmachines-co,basic-memory,https://github.com/basicmachines-co/basic-memory/pull/6,6,2025-02-13T03:50:24Z,811,3,13,397,354,e5425ef4d8f9e73993ee061d8d8d887dd0619c60,c394d682e1168c38b0f93af328a9300c759072f9,5b4f0eafcceacc31dbaa694933fd783c2f24adc4,6930bd87eeb1c71f80f8d3d62be996d7ae8b496b,phernandez,MERGED,2025-02-13T03:50:24Z,2025-02-13T04:12:52Z,0:22:28
basicmachines-co,basic-memory,https://github.com/basicmachines-co/basic-memory/pull/4,4,2025-02-07T22:13:17Z,811,5,20,626,215,5e501b544015f5614824889b97f7476df8f16e56,462b15dc480d21e0e691f2759b4dd0c0d64a2bfa,451216bba6fbfc8a77a6ba33596fb4ba7decf32d,aad2c750bc89e7b92fb1242a9ad228edca651f07,phernandez,MERGED,2025-02-07T22:13:17Z,2025-02-07T22:27:02Z,0:13:45
bcpeinhardt,learn_otp_with_gleam,https://github.com/bcpeinhardt/learn_otp_with_gleam/pull/1,1,2024-05-09T02:23:40Z,352,1,8,31209,10,4ddd374426c4a7b8be4566e8256c6fa1a495a626,183f864c7c396824be70c660796157e941808a26,af7f29f84b1dd6ece5c3e4db34665c7acb31fd58,4ddd374426c4a7b8be4566e8256c6fa1a495a626,bcpeinhardt,MERGED,2024-05-09T02:23:40Z,2024-05-09T02:24:36Z,0:00:56
bearcove,dylo,https://github.com/bearcove/dylo/pull/1,1,2024-12-05T19:42:07Z,20,1,3,16,2,c449c1432c971bac5679bf1d40da78ddf94422fb,cf6207be10ee2de314343c0aa1929c04ef0577b2,1ad05392d3d22ba7a801a5739d3e993cf5e6f551,c449c1432c971bac5679bf1d40da78ddf94422fb,fasterthanlime,MERGED,2024-12-05T19:42:07Z,2024-12-05T19:42:49Z,0:00:42
beatrix-ha,beatrix,https://github.com/beatrix-ha/beatrix/pull/31,31,2025-04-05T23:07:18Z,72,6,12,499,125,b7f18185c396a1cb70aa62f6a5f3be43d01f411a,1261eaae92e00aa3bc8ec0737252e47102d039d1,f43a80b574018d89ad4eb8d9a4f283d257c71a90,ca8f72ca39d2dcf6fa83db146da8617124c8f8f9,anaisbetts,MERGED,2025-04-05T23:07:18Z,2025-04-05T23:22:15Z,0:14:57
beekeeper-studio,beekeeper-studio,https://github.com/beekeeper-studio/beekeeper-studio/pull/2803,2803,2025-02-25T15:52:20Z,19376,10,21,396,320,5454f7d1abc2855f50737d57736b1ea79302d045,55af84ec3d196e4096121d2afe7830ed3407b532,60f4b01a43d07083f77ce030a4bc7d776351dc06,d7933c95f11639ceb4581c90ea1d8de469e5db8b,rathboma,MERGED,2025-02-25T15:52:20Z,2025-02-27T00:42:40Z,"1 day, 8:50:20"
beekeeper-studio,beekeeper-studio,https://github.com/beekeeper-studio/beekeeper-studio/pull/2633,2633,2024-12-10T15:05:29Z,19376,1,2,14,2,9fa352ba80fda4d254ad504d32d4c617e917f356,9e74c70d949b6667a6c1b6415bfeb45f97a1a43e,6f566bf22889e4bbddff22498c1415b29e054110,9fa352ba80fda4d254ad504d32d4c617e917f356,rathboma,MERGED,2024-12-10T15:05:29Z,2024-12-10T15:14:54Z,0:09:25
beekeeper-studio,beekeeper-studio,https://github.com/beekeeper-studio/beekeeper-studio/pull/2361,2361,2024-08-14T21:30:25Z,19376,4,5,49,66,e10c7ae2804b6d455ccedc0abd5a3f9fe8d7ea2a,24668e392d884cf76b97b7face8cad0fc89c25fb,6214ec807c5351546f24bf49e8dfd2d87b6db19a,5042b3a7c570884a2fa48b5b6dd7ab534bf688e6,rathboma,MERGED,2024-08-14T21:30:25Z,2024-08-21T01:49:42Z,"6 days, 4:19:17"
beekeeper-studio,beekeeper-studio,https://github.com/beekeeper-studio/beekeeper-studio/pull/2853,2853,2025-03-07T15:58:55Z,19376,18,8,93,14,32c9b0f017657600562a6ee1d0ca8f926d1feb99,f63c884ae51400226181399534620df2127da6f9,e28ac48926dddf23f2cc589f9a75bf011bd58989,cc7722966e45ff3eb6ef28c04447408b1242f9cb,rathboma,MERGED,2025-03-07T15:58:55Z,2025-03-12T22:07:21Z,"5 days, 6:08:26"
bendotcodes,cookies,https://github.com/bendotcodes/cookies/pull/866,866,2025-03-13T18:52:10Z,193,1,2,2,2,1837b305200d43f05995101c92644793d40094d6,8722821fcccb91458a5181feb8b7798ff4067b7a,65eda271cfe3ab01a188e98d1d7c284ccf55d430,1837b305200d43f05995101c92644793d40094d6,eXon,MERGED,2025-03-13T18:52:10Z,2025-03-14T00:25:41Z,5:33:31
brentyi,jaxls,https://github.com/brentyi/jaxls/pull/17,17,2024-10-10T18:42:10Z,209,4,3,157,21,16d1764b9bf6c8a14a1c23e3a94e68417f151b92,a8a508ef352f81ceb8f22aab1c1f0fdc2385a50c,df4001bc028ff2f02546d1f0a8d0dc6576b81476,229998ace11a43bb36b201c1cfaffb42d859073a,brentyi,MERGED,2024-10-10T18:42:10Z,2024-10-11T17:37:04Z,22:54:54
brentyi,jaxls,https://github.com/brentyi/jaxls/pull/39,39,2025-04-26T00:46:10Z,209,1,3,157,57,a369907809000e2e9ae382e6d3efbfda37cc8dcc,752618802928edfb125b798d4f434ee951fec5a6,24ca9a4911d97ac8e193332a3d0f8dd9232ac6fb,a369907809000e2e9ae382e6d3efbfda37cc8dcc,brentyi,MERGED,2025-04-26T00:46:10Z,2025-04-26T00:59:03Z,0:12:53
brentyi,tyro,https://github.com/brentyi/tyro/pull/189,189,2024-10-29T09:39:41Z,646,15,33,1444,1174,b54a003201c6af35a5879054059a621d3dac460d,dd11c7700a0417b1b16e68ae0a649c5e5f5c97e0,ea22883b166000bbd246bce7b19af3a1caea8d0f,bc18ff593ee055854c5b53079ae224eb105f5619,brentyi,MERGED,2024-10-29T09:39:41Z,2024-10-30T06:10:46Z,20:31:05
brentyi,tyro,https://github.com/brentyi/tyro/pull/208,208,2024-11-22T09:32:09Z,646,2,8,71,45,c0cd22acd033547c287190441bc6dde80efe036a,9c5dd26a37a0295d1bfe2e4ebe196da0e0d28c6c,604992e38facb82d6b8767deea0c919a5ebbb98e,07577a72b25afd01c8af83d731f9d2e289eb39a0,brentyi,MERGED,2024-11-22T09:32:09Z,2024-11-22T09:51:37Z,0:19:28
brentyi,tyro,https://github.com/brentyi/tyro/pull/256,256,2025-02-16T22:49:54Z,646,4,4,78,11,abffee3a4c1e95aa793a3affe49ee65a2c723e26,4ad01def33d82816ccfbacf6cdbca4765ec96973,bdb3f72afd9506afcfe96f2e6e3e10af371b9aef,a7a0c192a807cc5201af7e3548080ec5959826aa,brentyi,MERGED,2025-02-16T22:49:54Z,2025-02-18T00:46:41Z,"1 day, 1:56:47"
brentyi,tyro,https://github.com/brentyi/tyro/pull/225,225,2025-01-07T01:38:19Z,646,5,1,36,19,1680100a00ad9ad8307b049a12836db3af4a4bc5,e1874c3537cf5a56d4086dff75d6139efe4aa5aa,4cf48fed06853a509c852bd724cd90de41219b56,cb2e5ee28a2ec36ea0c9be13b70f43ed036c27c2,brentyi,MERGED,2025-01-07T01:38:19Z,2025-01-07T01:58:43Z,0:20:24
brentyi,tyro,https://github.com/brentyi/tyro/pull/201,201,2024-11-16T16:54:10Z,646,6,23,619,158,5d9292926c1b7519be7f840e36f603f2e61264d1,5eba34c7f7c7f5bebc14cc031651b87ca3d54c9a,13d622ebb69f693a66ab500a238112e476abd71d,dc535d6ee41bef529fa9746aa874dbfb7b57f9f9,brentyi,MERGED,2024-11-16T16:54:10Z,2024-11-16T17:09:46Z,0:15:36
brentyi,tyro,https://github.com/brentyi/tyro/pull/217,217,2024-12-19T02:25:26Z,646,2,5,40,19,47b1e3e3a571fe668bbf018e3a9a1d2ebf11558c,735530a4282bf2a9d2986feb3fcf5386cefbd313,167f1ae68a611b70e640798edbdb8cf40fca33b1,c958629b07abe7e0ae47f6dae50ce24aea110cd7,brentyi,MERGED,2024-12-19T02:25:26Z,2024-12-19T02:29:27Z,0:04:01
brentyi,tyro,https://github.com/brentyi/tyro/pull/176,176,2024-10-11T16:49:19Z,646,1,2,17,1,451f8ba8ea2fd70ab88befc47bd2ef2cab5f4139,8828943f94e1d4776d427f2f7cd7cf2b3d583786,34f3b143baab3acab09d3c2b8c2920d02dcf29be,451f8ba8ea2fd70ab88befc47bd2ef2cab5f4139,brentyi,MERGED,2024-10-11T16:49:19Z,2024-10-11T17:01:01Z,0:11:42
brentyi,tyro,https://github.com/brentyi/tyro/pull/199,199,2024-11-07T12:27:22Z,646,2,28,200,179,02ad9187ddd1e751c94e43a7c8f9e0883c405980,10651352af9e7a785c10339b868bd43f35b3192f,afb9636fc1b0f380ecf78f41df33638665f14675,2402c6a8f849c929e36f11c0a3fe08f5d8b64012,brentyi,MERGED,2024-11-07T12:27:22Z,2024-11-07T12:50:48Z,0:23:26
brentyi,tyro,https://github.com/brentyi/tyro/pull/255,255,2025-02-16T01:02:24Z,646,3,2,20,2,b299319bc31fec8f7e2f25b1f631c5059a232b9b,bdb3f72afd9506afcfe96f2e6e3e10af371b9aef,a809c1e4637155e7898dd33142c5ffbbb958c385,44d7107277e7d371656eae70eab8b7e914d93091,brentyi,MERGED,2025-02-16T01:02:24Z,2025-02-16T19:44:40Z,18:42:16
brentyi,tyro,https://github.com/brentyi/tyro/pull/187,187,2024-10-24T08:12:59Z,646,4,3,65,1,96cdc013c2b487a25936354380b7a42f0854f77d,ea22883b166000bbd246bce7b19af3a1caea8d0f,b358dfae43e7eb711fbacf6139fe2356295bf1b5,f857a9a8c5eda662fcb3959a01ddb7decbd3346c,brentyi,MERGED,2024-10-24T08:12:59Z,2024-10-24T20:58:05Z,12:45:06
brentyi,tyro,https://github.com/brentyi/tyro/pull/194,194,2024-11-05T11:10:14Z,646,5,33,559,389,8c8fd90f6f30897601616c1d8f46500691564061,87ae9325274e1239a69e36b6adb833ff555de885,42a7f805830959e5ef34937c44586cd21e9430b7,55b860131e3a5be483a6a125d3502b5a59259b0f,brentyi,MERGED,2024-11-05T11:10:14Z,2024-11-05T22:09:11Z,10:58:57
brentyi,tyro,https://github.com/brentyi/tyro/pull/211,211,2024-12-05T13:08:31Z,646,4,10,153,164,6591796857888725999b649b7b84385da58d06f8,d80a27a98bc7a3b00a2d688b9241ba80d70fbec9,b73b0f1a55c2ef1246087a8f8ce0798e4c205b97,d73f3b0aa1b401ecd716a54c65a4d9e9032aee5c,brentyi,MERGED,2024-12-05T13:08:31Z,2024-12-07T09:14:15Z,"1 day, 20:05:44"
brentyi,tyro,https://github.com/brentyi/tyro/pull/246,246,2025-01-28T00:38:16Z,646,9,8,100,14,95d0e45dc9060d5409072454e445d38124165c3c,7fc5a28eb5fb4b532cc8883ddcd9157d6a1f0d90,c5be357a0f4608efb2ab8c6cae49ed21b09b53ec,0a21c023591ad005278349a265eab753baf55b74,brentyi,MERGED,2025-01-28T00:38:16Z,2025-01-30T01:41:13Z,"2 days, 1:02:57"
brentyi,tyro,https://github.com/brentyi/tyro/pull/249,249,2025-01-30T01:23:19Z,646,1,2,6,6,029c411d25cf19400c32ed9d570dc1446fabe8dd,c5be357a0f4608efb2ab8c6cae49ed21b09b53ec,984c0097cf319d00cb9da482771e10ffe1f626ea,029c411d25cf19400c32ed9d570dc1446fabe8dd,brentyi,MERGED,2025-01-30T01:23:19Z,2025-01-30T01:40:42Z,0:17:23
brentyi,tyro,https://github.com/brentyi/tyro/pull/219,219,2024-12-22T04:06:11Z,646,3,12,136,43,40dba70948c680468f79b975ba97af32cc336296,76861c01467add39c8b86f8f8cc380f94f6e9167,dd4f35ab34a54d5498703f97db000f0735fcadf5,87cf14b46e03dcf5e0c5114861b9f796fc888b9f,brentyi,MERGED,2024-12-22T04:06:11Z,2024-12-23T23:23:39Z,"1 day, 19:17:28"
brentyi,tyro,https://github.com/brentyi/tyro/pull/182,182,2024-10-22T13:15:58Z,646,12,11,405,202,b4ea5868ec4a1843ed5a4bc3417f865bc16eeb02,1a9448a68e2e9f70df183554909fabc2d4434528,15c368634793ae9c781d29c7d468bc39fdd307eb,55fae273da6d1a9c700186d8e008168691c63234,brentyi,MERGED,2024-10-22T13:15:58Z,2024-10-22T18:44:04Z,5:28:06
chairemobilite,transition,https://github.com/chairemobilite/transition/pull/1164,1164,2024-12-17T20:07:17Z,32,1,2,2,9,8a98a777407a2fa7113e68b0c76ab649db0882c9,28317d8be9456a45574582a35145cef74589f7de,c76537ed16eabafd95306c8d45b227eb73bc3584,8a98a777407a2fa7113e68b0c76ab649db0882c9,kaligrafy,MERGED,2024-12-17T20:07:17Z,2024-12-17T20:29:50Z,0:22:33
cloudflare,workerd,https://github.com/cloudflare/workerd/pull/2447,2447,2024-07-26T14:56:38Z,6767,1,1,6,0,bb164a7db28616fe8b1c38f16c40ad4cc9ceae7f,0c1f99d87461ec33b34041f563305ad10d6c320f,27506cc98ec5caa4c964bddbe72931ecbc1b2673,bb164a7db28616fe8b1c38f16c40ad4cc9ceae7f,danlapid,MERGED,2024-07-26T14:56:38Z,2024-07-29T18:24:09Z,"3 days, 3:27:31"
cloudflare,workerd,https://github.com/cloudflare/workerd/pull/3118,3118,2024-11-14T17:56:34Z,6767,1,6,28,47,ff84fdfb9c48d20c1d9aa91c38f7557212b2bdc2,8ba7052e7fe5bdf24b04b8bfb96ff94727012f9f,8e9bcd5b24be94ab7a5468543728c236a473b754,ff84fdfb9c48d20c1d9aa91c38f7557212b2bdc2,danlapid,MERGED,2024-11-14T17:56:34Z,2024-11-14T19:07:46Z,1:11:12
cmackenzie1,torii-rs,https://github.com/cmackenzie1/torii-rs/pull/7,7,2025-02-07T01:07:01Z,398,1,2,2,0,6f7a5974e95be751985a2ba51d169e1bf8b3d4ed,672216965038e112d094583bf802fd395f176a69,8702fb8d26d7cd95a75701b49173be4a77f488bf,6f7a5974e95be751985a2ba51d169e1bf8b3d4ed,cmackenzie1,MERGED,2025-02-07T01:07:01Z,2025-02-07T01:07:19Z,0:00:18
codeforjapan,mapprint,https://github.com/codeforjapan/mapprint/pull/511,511,2025-04-01T13:17:17Z,83,1,54,0,17462,592b16fead902e90de5dd82250201ae4fb0206a1,f634652fbb4a7b93fc244d8218108d5aaa404f44,f3892d7e82b12427fa5cc2f87cde8c01916d5d57,592b16fead902e90de5dd82250201ae4fb0206a1,halsk,MERGED,2025-04-01T13:17:17Z,2025-04-01T13:17:35Z,0:00:18
codeforjapan,mapprint,https://github.com/codeforjapan/mapprint/pull/525,525,2025-04-04T07:29:16Z,83,2,28,745,635,3a36e31f9be2a16490ca91e43c6f8f05b2745d0c,0d0bde015d1ce1694af6e59a04905461452d8a4f,d6981f0e6ca05c7ef1e6a4b6999967d29c172f25,e9455497ffaa7c321ac8e3ff5a9e1516bf0ae2dc,halsk,MERGED,2025-04-04T07:29:16Z,2025-04-04T07:29:25Z,0:00:09
codefriar,sf-mcp,https://github.com/codefriar/sf-mcp/pull/2,2,2025-04-05T04:10:48Z,28,1,4,92,95,4b1d76b0b38c9b5b01b12efbed2ad107320af3c2,61e704bd39bd24de69ccbaf6dc7497f41aba4156,521864521aff6f9716cbaf6d74d935cd16a0540b,4b1d76b0b38c9b5b01b12efbed2ad107320af3c2,codefriar,MERGED,2025-04-05T04:10:48Z,2025-04-07T18:36:33Z,"2 days, 14:25:45"
coder,coder,https://github.com/coder/coder/pull/16563,16563,2025-02-13T22:25:23Z,9997,10,19,133,36,ab9d2760d6da9e76177dd7e336ab44594b0dc860,0ec87abaa53248d2b0f7c9520f184858ed4cf1c6,69ba27e34798b2e5b46505095f991d2f88956019,d1842a3be13d488c2d18e6a1d279a2547ac15dab,EdwardAngert,MERGED,2025-02-13T22:25:23Z,2025-04-02T02:04:32Z,"47 days, 3:39:09"
coder,coder,https://github.com/coder/coder/pull/15415,15415,2024-11-06T19:38:21Z,9997,2,2,9,0,f9124760fe83b8f949c5aa50f0a824bd2f30adda,e688ff723b4b161df97d17349a2c35ff533ec71b,d4131badb63d20c4247e039c9dfe2bff564304a8,34b19c68dd6ddeb3cd77853701a23e3c27334faa,EdwardAngert,MERGED,2024-11-06T19:38:21Z,2024-11-08T05:54:11Z,"1 day, 10:15:50"
coder,coder,https://github.com/coder/coder/pull/15101,15101,2024-10-16T05:07:49Z,9997,17,7,139,126,ff71e8320d0e2b998e27b7781b3f13beddb6dfe0,56e219b50d0e255e802d0aea034cbe270ff29b46,f0a4de5e1ad28863e930862150bef026a7f5fa93,40decf6a8bf7dcf5762c583fac83bf612bd297bc,EdwardAngert,MERGED,2024-10-16T05:07:49Z,2024-11-12T19:01:54Z,"27 days, 13:54:05"
coder,coder,https://github.com/coder/coder/pull/16943,16943,2025-03-14T20:47:08Z,9997,1,1,1,1,03dd6ccc20b19fce4de6ce60751ba2b89d1619e4,ffd336b9adc81b493e533aaf63b84dda7d144282,a2131a76166e87fc96233b881443e916307f05ac,03dd6ccc20b19fce4de6ce60751ba2b89d1619e4,EdwardAngert,MERGED,2025-03-14T20:47:08Z,2025-03-14T21:17:34Z,0:30:26
coder,coder,https://github.com/coder/coder/pull/16457,16457,2025-02-05T18:42:30Z,9997,1,1,2,2,d298ea9f23109db29727b254d8fc179a5bf44e5c,44d9f5ff4ed60e0c04f10870713d7dc81807523c,e2895787213c2a505c8be38aed8f3cb265c79b2c,d298ea9f23109db29727b254d8fc179a5bf44e5c,EdwardAngert,MERGED,2025-02-05T18:42:30Z,2025-02-06T13:56:08Z,19:13:38
coder,coder,https://github.com/coder/coder/pull/14786,14786,2024-09-24T20:29:58Z,9997,7,2,35,16,a97d027d3c25860cbc349e3e8fd10c0418c469f8,fe895cd65a9ced9f8ad0ef651320a2715308d8af,6cf30a797e2446420dc7ab479f4610891f14b3d7,fa88d70c1c60855bb9590d0d1b1f6d63e6625c14,EdwardAngert,MERGED,2024-09-24T20:29:58Z,2024-09-26T19:54:15Z,"1 day, 23:24:17"
coder,coder,https://github.com/coder/coder/pull/13749,13749,2024-07-01T19:01:53Z,9997,12,10,1334,1919,d6a0576f89dcb4eb27b907493c1f51f331e23cb3,b1ec4630f23a44e1f57209ae81394a49e35eb795,4a0fd7466c88f0c5eae88dd06fb50c91d2271f51,ddfe0748c0f1aea77b7d75b6cee8a4ccd1185d6a,aslilac,MERGED,2024-07-01T19:01:53Z,2024-07-01T21:55:27Z,2:53:34
coder,coder,https://github.com/coder/coder/pull/16187,16187,2025-01-18T01:58:25Z,9997,4,9,34,59,3c03a3aec037972af651e04263fdff17dd98e29d,a5a73264150224812be1fc2424221c11e261086e,d15c4702b031cba3a92c88d9c82699b721d9d9bd,465912b98996c180151aa291f4face8ffbafc76e,bpmct,MERGED,2025-01-18T01:58:25Z,2025-01-18T16:21:56Z,14:23:31
coder,coder,https://github.com/coder/coder/pull/17223,17223,2025-04-02T12:52:38Z,9997,2,9,28,28,c782213d5c492a96c4fe3972260e6d950de2f9eb,c418e86a4da8fa39773d35c08cda0150ec7f2cff,13997cacb12dd445bb48df8ae29394f71b02473c,ee8874753a361b73ca721eeed72fbcd4ad6ba9c9,bpmct,MERGED,2025-04-02T12:52:38Z,2025-04-02T13:00:06Z,0:07:28
coder,coder,https://github.com/coder/coder/pull/17356,17356,2025-04-11T08:08:23Z,9997,5,4,5,5,0b790c3261e6aaca0031f7a7c6e73818f1928f2b,d20966d5004f0f3564ba611b76e78b6dc5824e66,feb1a3dc02d260941e751f0033f69b9dff2fe464,d58e97005b90f6febfc4e4931cf9104a4d7d85ae,ericpaulsen,MERGED,2025-04-11T08:08:23Z,2025-04-16T18:11:02Z,"5 days, 10:02:39"
coder,coder,https://github.com/coder/coder/pull/17002,17002,2025-03-19T13:58:10Z,9997,1,1,32,0,0f3ad145b623849468f8c26abaafa80b9ad8fe85,6a7c43d76ce658df5d201cf95a678db54e95047a,bd243c17fb8c34598746c62faf9b5f8e09a8c8f8,0f3ad145b623849468f8c26abaafa80b9ad8fe85,hugodutka,MERGED,2025-03-19T13:58:10Z,2025-03-19T16:39:40Z,2:41:30
coder,coder,https://github.com/coder/coder/pull/13618,13618,2024-06-20T21:23:58Z,9997,1,1,13,11,7b28f2c263a00faeb893af0aa15272c3397bda42,495eea452fccb86585f5a3f90c069fe83b0c9e00,43e45f4ab7cffd8e6a252b28a4536645c1d9fb7c,7b28f2c263a00faeb893af0aa15272c3397bda42,kylecarbs,MERGED,2024-06-20T21:23:58Z,2024-06-20T21:33:47Z,0:09:49
coder,coder,https://github.com/coder/coder/pull/13924,13924,2024-07-17T19:30:39Z,9997,1,3,24,0,138eff9a4962c4f5dae3337d02822f06839fba6a,3e1fae7d3d71609c871342cf098f5bb75b738244,80cbffe8435d56ceef8d8d75bf3df2f62f8cef91,138eff9a4962c4f5dae3337d02822f06839fba6a,kylecarbs,MERGED,2024-07-17T19:30:39Z,2024-07-17T19:39:03Z,0:08:24
coder,coder,https://github.com/coder/coder/pull/13426,13426,2024-05-31T14:44:40Z,9997,1,9,32,74,160ec8944ed445c89c6fefa8f50f456aa4e2773e,54e8f30002324965232c365226e25532bd44f46d,a11f8b003bbf85079932eeda15b71e1bd63677fd,160ec8944ed445c89c6fefa8f50f456aa4e2773e,kylecarbs,MERGED,2024-05-31T14:44:40Z,2024-06-21T18:49:02Z,"21 days, 4:04:22"
coder,coder,https://github.com/coder/coder/pull/14353,14353,2024-08-19T17:32:01Z,9997,1,1,10,0,43c2dc0a8672a5da9234cdaa1b91aa3843fc5370,6f9b3c1592bca6412ef01fb98758c068902757b8,c3ef7dc33bb57323629438ac6b57e73e71da86b8,43c2dc0a8672a5da9234cdaa1b91aa3843fc5370,kylecarbs,MERGED,2024-08-19T17:32:01Z,2024-08-20T00:33:37Z,7:01:36
coder,coder,https://github.com/coder/coder/pull/13685,13685,2024-06-27T11:46:28Z,9997,2,4,12,0,a1351f4f0037e20233d95fddc459d45d6a8095a3,089f06886bad4ea9df12e3e9f33f4270e16246f9,c94b5188bd2a48dba26032efe23e5f5530a1ebcc,76a0fa18fa403877bd01448e3511b5409aa7b4d3,matifali,MERGED,2024-06-27T11:46:28Z,2024-06-27T12:07:04Z,0:20:36
coder,coder,https://github.com/coder/coder/pull/13391,13391,2024-05-29T12:30:07Z,9997,1,1,2,2,602a82b4d63cb65a749de9f49608088db97c4212,b69f6358f0c030f5d66d0312ebb5b15830f06209,cca3cb1c55a67267fdf9ac13a54cc09d48d39687,602a82b4d63cb65a749de9f49608088db97c4212,mattvollmer,MERGED,2024-05-29T12:30:07Z,2024-05-29T12:37:06Z,0:06:59
