owner,repo_name,pull_number,url,state,initial_commit,initial_total_additions,initial_total_deletions,initial_change_lines,initial_file_change,text
expectedparrot,edsl,1802,https://github.com/expectedparrot/edsl/pull/1802,MERGED,5,1057,351,1408,5,"Convert Results module docstrings to Google style and add doctests
Improved handling of QuestionMatrix
Fix trailing space issue
Trailing whitespace improvements
Enhance multiple choice answer validation with tests

Improves the MultipleChoiceResponseValidator to properly handle:
- Answers with trailing whitespace
- Partial matching of answer options
- Answers with missing punctuation
- None value handling
- Ambiguous option resolution

Added comprehensive test suite covering various edge cases to ensure
robust validation behavior and prevent regression.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
expectedparrot,edsl,1845,https://github.com/expectedparrot/edsl/pull/1845,MERGED,95,22188,10700,32888,158,"Refactor job running to be simpler
Move chunking to helper function
Use context managers
Removing references
Clean up context for job-running
Refactoring job-running for simplicity
Simpler exeptions handling
Clarifying job-running logic
Memory-related work
Add reference-breaking in TaskHistory to prevent memory leaks

Modified TaskHistory.add_interview to create lightweight InterviewReference objects that
break strong references to Interview objects, allowing them to be garbage collected
when no longer needed elsewhere. Added test_no_strong_reference() to verify this behavior.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Memory Debugger
fetch invigialtor now uses weak references
Weak references in question-answering
Fixing strong references
Factor our the Dataclass that was holding a reference
Preventing hard reference from result object
Fix memory leak in interview handling

- Added clear_references method to Interview class
- Modified Result.from_interview to avoid reference cycles
- Enhanced AsyncInterviewRunner to properly clean up references
- Added explicit reference clearing in jobs_runner_asyncio
- Added clear_references to InterviewTaskManager

Memory tests show proper garbage collection with per-interview memory usage
decreasing as job size increases (0.10MB to 0.01MB).

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Fix memory leak
Implement lazy loading to improve import time

- Reduces import time from ~2.6s to ~113ms (96% improvement)
- Adds lazy import utilities (LazyModule, LazyCallable)
- Updates __init__.py to use lazy loading for all modules
- Defers exception hook installation
- Adds support for common classes via lazy callables

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Update depdency
Update poetry.lock file

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Implement SQLList integration in Results class

Refactored Results class to use SQLList for data storage instead of UserList,
adding better memory efficiency for large datasets with automatic SQLite offloading.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Implement object serialization for SQLList in Results

Enhanced SQLList to handle complex objects like Result by:
1. Adding automatic serialization via to_dict() method
2. Adding object reconstruction on deserialization
3. Setting a very low default memory threshold for testing
4. Passing memory_threshold parameter through Jobs to Results

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Use Sqlite DB backend
Refactor sqlist to use DB
Add referenced untracked files for lazy loading and SQLList implementation

- Add lazy loading implementation files (__init__lazy.py, __init__original.py)
- Add SQLList module implementation (db_list/__init__.py, orm.py, exceptions.py)
- Add lazy loading test utilities (lazy_edsl.py, lazy_edsl_init.py)

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Dealing with job component constructor
Working through doctests
Fix doctests
Forget lazy import
Test performance
Add more tests
Fix memory leak in Cache and SQLList classes

This commit addresses memory leaks related to SQLAlchemy resources not being properly released. Key changes:

1. Added close() method to Cache class to properly dispose of SQLAlchemy engines
2. Added __del__ method to Cache for resource cleanup during garbage collection
3. Modified Cache.__exit__ to call close() for proper context manager cleanup
4. Added close() and __del__ methods to SQLiteDict for engine disposal
5. Improved SQLList.__cleanup() to properly dispose engines and remove circular refs
6. Modified profiling script to use context managers for reliable cleanup

The fixes ensure SQLAlchemy resources are properly released between runs,
preventing memory leaks when running multiple jobs in sequence.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Fix memory leaks associated with Pricing and Language Model registry
Reverting SQL-based stuff
Back to regular list
Keep token buckets from loading matplotlib
Fix JobsRunnerStatus initialization and access to models attribute

- Fixed JobsRunnerStatus accessing jobs attribute which doesn't exist
- Fixed ProgressBarManager to properly handle existing JobsRunnerStatus instances
- All tests are now passing
Remove jobs_runner_asyncio.py and integrate its functionality into Jobs class

- Removed the separate JobsRunnerAsyncio class
- Integrated runner functionality directly into the Jobs._execute_with_remote_cache method
- Updated tests to work without the removed file
- Simplified code flow and reduced unnecessary indirection

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Clean up garbage collection
Remove lazy import system

- Removed __init__lazy.py
- Removed lazy_import.py utility
- Removed lazy_edsl.py and lazy_edsl_init.py
- Added lazy_import_reversion.md documenting the removal process
- Verified that tests pass after removal

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Clean up doctests
Probable junk directory
Results back-end based on sqlite
Missing imports
Doesn't quite work but gives you the idea
basic fix for test_draw. Order by iteration. Still I think this should be done at results level
sort data based on iteration
Ordering results
Fix results ordering by maintaining original indices during async processing

- Modified AsyncInterviewRunner.run() to include original index in returned tuples
- Updated process_interviews() to set order attribute on each result based on its original index
- Enhanced Results class to respect order attribute during initialization and operations
- Improved serialization/deserialization to preserve order attributes
- Fixed Results.example() to use natural ordering from Jobs.example() without manipulation

This fixes the failures in report generation by ensuring consistent ordering
of results throughout the processing pipeline.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Supposedly passing all tests...
add new test for memory usage
add memory_profile dependency
add local test scripts
add local scripts
Rename test_image.png to test_img.png
update path
update file path
Refactoring to not over-write list methods
Move to mutable sequence approach
Keep filter from growing memory
SQL-ite based list
Version of Results object that does not load into memory
Filter error throwing off starter tutorial test
Fix some issues
Move SQL-basd table to db_list
Partial work on ScenarioList to sqlite backend - failing tests
Scenario List working
Working on sql-based list
Memory efficient scenario list
More refactoring to be memory efficient
Move to not using shelf for intermediate results now that data has a sql backend
From/to disk
Refactor Results serialization and SQLite handling - Move ResultsSQLList to results.py, remove redundant sqlite_list.py, fix SQLiteList initialization in Results.__add__, improve serialization in to_disk/from_disk methods, add copy_from for efficient database copying
Add ScenarioSource class to centralize creation of ScenarioList objects

- Created a new internal ScenarioSource class that centralizes ScenarioList creation from various sources
- Kept existing ScenarioList.from_X methods for backward compatibility
- Added unified ScenarioList.from_source() method as a single entry point
- Refactored directory scanner to handle new source methods
- All tests pass, maintaining backward compatibility

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
More ScenarioList from methods
Memory work
fix merge conflicts
Refactor ScenarioList sources into Source classes

- Add Source base class and initial implementations (URLSource, ListSource, DirectorySource)
- Create ScenarioSource factory class to create ScenarioList objects
- Add refactoring checklist to track remaining source types
- Add test for ScenarioSource class

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add TuplesSource class for list_of_tuples source type

- Implement TuplesSource class for handling ScenarioList creation from tuples
- Fix circular import issue between scenario_list.py and scenario_source.py
- Update ScenarioSource._from_list_of_tuples to use the TuplesSource class
- Add deprecated classmethod in ScenarioList for from_list_of_tuples
- Update tests to use proper imports

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add SQLiteSource class for sqlite source type

- Implement SQLiteSource class for handling ScenarioList creation from SQLite databases
- Update ScenarioSource._from_sqlite to use the SQLiteSource class
- Add deprecated classmethod in ScenarioList for from_sqlite
- Update refactoring checklist to mark 'sqlite' as completed

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add LaTeXSource class for latex source type

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add GoogleDocSource class for google_doc source type

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add PandasSource class for pandas source type

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add StataSource class for dta source type

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add WikipediaSource class for wikipedia source type

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add ExcelSource class for excel source type

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add GoogleSheetSource class for google_sheet source type

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add DelimitedFileSource class for delimited_file source type

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add CSVSource and TSVSource classes for csv and tsv source types

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add ParquetSource class for parquet source type
Add PDFSource and PDFImageSource classes for pdf and pdf_to_image source types
Working on scenario list refactor
Refactor scenario list and add AgentList integration

- Add AgentList.from_scenario_list method for enhanced integration
- Refactor ScenarioList.to_agent_list to use the new method
- Improve error handling in key_lookup_builder for connection issues
- Update docstrings with comprehensive examples
- Remove deprecated from_urls method

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add video file handlers (MP4 and WebM) for issue #1829

This commit adds video file support to the ScenarioList system:
- Added new handler classes: Mp4Methods and WebmMethods
- Updated FileStore to support video detection and metadata extraction
- Added MIME type registration for MP4 and WebM formats
- Created a test script to verify functionality
- Implements proper file handling in both system and notebook environments

Fixes #1829"
geneontology,go-ontology,30207,https://github.com/geneontology/go-ontology/pull/30207,MERGED,1,3,2,5,1,"Fix GO:0036402 proteasome-activating activity term relationships

- Removed logical definition (intersection_of) that had incorrect part_of GO:1901800
- Added relationship: has_part to GO:0016887 (ATP hydrolysis activity)
- Added relationship: part_of to GO:0010498 (proteasomal protein catabolic process)
- Added issue tracker reference to term

Fixes #30183

Signed-off-by: Chris Mungall <cjm@berkeleybop.org>"
gianlucamazza,solana-mmaker,4,https://github.com/gianlucamazza/solana-mmaker/pull/4,MERGED,1,95,35,130,2,"docs: improve documentation and add CLAUDE.md

- Enhanced README with detailed features, configuration options, and usage instructions
- Added section on customizing trading pairs
- Replaced token-specific references with generic SPL token terminology
- Added CLAUDE.md for agentic coding assistants with project guidelines

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,501,https://github.com/giselles-ai/giselle/pull/501,MERGED,1,168,0,168,3,"Add vibe cording guide documents

- Add docs for vibe corders explaining Giselle project usage with AI assistants
- Create Node.js installation guide with NVM and pnpm setup
- Update introduction with current vibe coding concepts
- Document playground setup with environment variables
- Add vibe cording documentation section to README

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,513,https://github.com/giselles-ai/giselle/pull/513,MERGED,1,54,25,79,3,"Add Builder/Preview toggle button to header

- Implemented toggle button in application header to switch between Builder and Preview modes
- Added conditional rendering of Editor/Viewer components based on view state
- Used the existing ViewState from the workflow designer context

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,541,https://github.com/giselles-ai/giselle/pull/541,MERGED,1,75,0,75,1,"docs: add guide for vibe coders to create clean PRs

- Provides best practices for vibe coders making design-focused PRs
- Outlines what types of changes to avoid when making UI improvements
- Explains how to check for and remove unrelated changes
- Offers a design-first workflow approach

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,544,https://github.com/giselles-ai/giselle/pull/544,MERGED,1,0,1,1,1,"fix(giselle-engine): remove console.log from generate-text function

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,545,https://github.com/giselles-ai/giselle/pull/545,MERGED,11,28,11,39,5,"fix(giselle-engine): remove console.log from generate-text function

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Update test script to use `vitest run` command
Add unstorage memory driver for tests
Update Node.js version to 22.14.0 in CI workflow
Limit CI workflow to run on main branch and PRs
for testing
Fix CI workflow: install pnpm before setting up Node.js
Remove coverage flag from test command in CI workflow
Add test script to package.json
Add SDK build step to CI workflow
Run CI on main branch and pull requests only"
giselles-ai,giselle,552,https://github.com/giselles-ai/giselle/pull/552,MERGED,1,16,4,20,3,"Remove hardcoded dev server port

- Remove hardcoded port 6180 from playground package.json to use Next.js default (3000)
- Update documentation to explain how to change port using PORT environment variable
- Update localhost URLs in documentation to reflect the default port

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,556,https://github.com/giselles-ai/giselle/pull/556,MERGED,1,2,0,2,1,"feat(text-generation): enable multi-step reasoning with ai-sdk

Added maxSteps and experimental_continueSteps options to streamText to enable multi-step reasoning capabilities for text generation.
See: https://sdk.vercel.ai/docs/ai-sdk-core/generating-text#generating-long-text

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,566,https://github.com/giselles-ai/giselle/pull/566,MERGED,1,7,7,14,1,"Improve header view toggle button styling

- Update toggle button design with rounded corners and border
- Adjust padding, font size, and font weight for better readability
- Update background and text colors for better contrast and visual hierarchy
- Add clearer active state with primary color border

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,567,https://github.com/giselles-ai/giselle/pull/567,MERGED,1,6,1,7,1,"Add language support guidelines to CLAUDE.md

Add a new section to instruct on handling content from non-native English speakers. The guidelines ensure proper grammar correction in commit messages, code comments and PR comments.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,574,https://github.com/giselles-ai/giselle/pull/574,MERGED,1,45,45,90,3,Fix handling of multiple responses in webhook and API results
giselles-ai,giselle,578,https://github.com/giselles-ai/giselle/pull/578,MERGED,4,209,22,231,8,"Add error handling for API calls in React module

- Create ReactError base class with instance checking
- Implement APICallError with detailed request/response info
- Update useGiselleEngine to throw typed errors
Add file upload error handling with feedback
Add error toast notification for file upload failures
Fix status code in error handling to use actual response status"
giselles-ai,giselle,580,https://github.com/giselles-ai/giselle/pull/580,MERGED,1,2,2,4,1,"Fix ""accesor"" typo in textGenerationNode outputs"
giselles-ai,giselle,587,https://github.com/giselles-ai/giselle/pull/587,MERGED,1,249,185,434,7,"Add override nodes support to run data

Implements the ability to override node content during workflow execution by adding overrideNodes array to run data schemas and moving override functionality from run-api to add-run.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,594,https://github.com/giselles-ai/giselle/pull/594,MERGED,1,5,1,6,2,Set maxDuration and extend timeout to 800 seconds
giselles-ai,giselle,595,https://github.com/giselles-ai/giselle/pull/595,MERGED,2,32,7,39,1,"Refactor stopHandlers from useState to useRef

- Replace stopHandlers useState with useRef
- Update all functions to use stopHandlersRef.current
- Remove stopHandlers from dependency arrays

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Implement proper generation timeout handling

- Add timeout detection mechanism in waitForGeneration
- Create a failedGeneration object with appropriate error state
- Update UI state with failed generation instead of throwing error
- Gracefully cancel the generation on timeout

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,596,https://github.com/giselles-ai/giselle/pull/596,MERGED,5,218,90,308,5,"Add support for overrideNodes in workflow runs
Add dropdown button to Run action
Add  popover to Run button dropdown
Add run-with-override-params form to workflow viewer
Implement form submission handler for override params form

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,597,https://github.com/giselles-ai/giselle/pull/597,MERGED,1,227,5,232,3,"Fix font inconsistency between studio and playground apps

This fixes the font configuration in the studio app to properly apply Geist and Hubot fonts across all components, resolving issue #568. The fix ensures visual consistency between the studio and playground applications.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,600,https://github.com/giselles-ai/giselle/pull/600,MERGED,1,1,1,2,1,"Fix node layout scrolling issue

Fixed layout issue where connected nodes appeared outside the viewport and users couldn't scroll to see them.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,601,https://github.com/giselles-ai/giselle/pull/601,MERGED,1,15,2,17,1,"Fix useNodeGenerations hook returning incorrect origin generations

- Added chronological sorting to ensure generations are properly ordered
- Improved documentation to reflect filtering by origin
- Added comment explaining origin-specific generation filtering

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,604,https://github.com/giselles-ai/giselle/pull/604,MERGED,1,30,0,30,1,"Add download-workspace script for importing workspaces

Add a shell script to easily download and import workspaces from vercel blob storage.
- Extract workspace ID from URL
- Download workspace JSON file
- Store in local storage directory
- Display local workspace URL

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,609,https://github.com/giselles-ai/giselle/pull/609,MERGED,1,94,1,95,2,"Add naming conventions guide

- Add detailed naming guide for .cursor/rules with examples
- Update CLAUDE.md with clear naming conventions section
- Include boolean function naming conventions based on PR #598

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,611,https://github.com/giselles-ai/giselle/pull/611,MERGED,1,2,2,4,2,"Improve error handling in parseAndMod functions

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,612,https://github.com/giselles-ai/giselle/pull/612,MERGED,1,1,0,1,1,"Create PR command to branch, commit and create pull request"
giselles-ai,giselle,613,https://github.com/giselles-ai/giselle/pull/613,MERGED,1,6,1,7,1,Reduce file upload limit to 4.5MB due to Vercel constraints
giselles-ai,giselle,615,https://github.com/giselles-ai/giselle/pull/615,MERGED,1,0,9,9,1,"Remove unused Agent Details tab

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,617,https://github.com/giselles-ai/giselle/pull/617,MERGED,1,1,1,2,1,"fix: add cursor-pointer to create new button

Adds cursor-pointer class to the 'Create new' button to visually indicate
it's clickable, improving user experience.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,624,https://github.com/giselles-ai/giselle/pull/624,MERGED,2,493,32,525,3,"Fix duplicate connection counting in job map creation
Add tests for complex workflow scenarios with multiple connections

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,627,https://github.com/giselles-ai/giselle/pull/627,MERGED,2,67,58,125,1,"Add useCallback to handleConnect with proper dependencies
Improve connection validation to check by handle ID

Previously, we only checked if nodes were connected, but this didn't
account for multiple inputs/outputs between the same nodes. Now we
validate connections by tracking specific handle IDs instead."
giselles-ai,giselle,628,https://github.com/giselles-ai/giselle/pull/628,MERGED,2,67,58,125,1,"Add useCallback to handleConnect with proper dependencies
Improve connection validation logic in workflow designer

The validation now checks for duplicate connections at the handle level
rather than just node level, preventing multiple connections between
the same input and output handles."
giselles-ai,giselle,629,https://github.com/giselles-ai/giselle/pull/629,MERGED,1,1150,1464,2614,3,Update Next.js to 15.2
giselles-ai,giselle,630,https://github.com/giselles-ai/giselle/pull/630,MERGED,1,7,2,9,1,"Improve canvas trackpad gestures for better UX

- Change default trackpad behavior to match standard web apps and Figma:
  - Single click now selects node and opens properties panel
  - Double click now only focuses viewport on node
  - Two-finger trackpad scroll now pans canvas instead of zooming
  - Pinch gestures still handle zooming

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,645,https://github.com/giselles-ai/giselle/pull/645,MERGED,2,276,54,330,1,"Rewrite background using WebGL for better performance
Fix WebGL transparency and type issues in background grid

- Added WebGL blending for better transparency handling
- Fixed TypeScript null reference errors
- Improved rendering of grid points and lines"
giselles-ai,giselle,647,https://github.com/giselles-ai/giselle/pull/647,MERGED,1,4,1,5,1,"Fix: Update repository selection to use defaultValue

Using defaultValue instead of value for Select component to fix controlled component warnings and ensure proper initialization.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,648,https://github.com/giselles-ai/giselle/pull/648,MERGED,3,13,13,26,3,"Remove the background in reactflow
fix layout as same as builer, preview
use backgorund component instead of image"
giselles-ai,giselle,650,https://github.com/giselles-ai/giselle/pull/650,MERGED,1,1,1,2,1,"Add explicit background color to workflow designer background

The background component was missing an explicit background color, causing inconsistent appearance. This adds a dark background color (#141414) to ensure consistent rendering across browsers.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,652,https://github.com/giselles-ai/giselle/pull/652,MERGED,3,16,92,108,2,"Replace ContentTypeIcon with NodeIcon component
Add data-content-type-icon attribute to node icons
fix: support both white and colored Google icons based on context

Due to Gemini icon guidelines only allowing white or colored icons without fill
modification, implement a workaround that displays the white icon when className
contains ""text-white"" and the colored icon otherwise.

See: https://about.google/brand-resource-center/brand-elements/

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,653,https://github.com/giselles-ai/giselle/pull/653,MERGED,3,40,3,43,3,"docs: improve create-pr command documentation
feat: hide sample agent creation button
feat: automatically create sample app during account initialization"
giselles-ai,giselle,655,https://github.com/giselles-ai/giselle/pull/655,MERGED,1,1,1,2,1,Add overflow-y-hidden to run params form container
giselles-ai,giselle,659,https://github.com/giselles-ai/giselle/pull/659,MERGED,5,1044,1496,2540,6,"Refactor WorkspaceTour component for improved maintainability

- Extract TourCard component for reusability
- Create consistent style constants
- Remove debug console logs
- Improve component structure
- Optimize conditional rendering logic
- Add proper TypeScript typing

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Refactor WorkspaceTour component with proper component extraction

- Extract NavigationFooter, TourOverlay, and TourCard components
- Parameterize GlobalStyles component with animation style
- Add proper TypeScript typing for event handlers
- Remove redundant component renderings
- Fix animation style references
- Improve code organization and maintainability

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Refactor to inline NavigationFooter components

- Remove pre-created tourNavigationFooter constant
- Directly use NavigationFooter in each step for clearer component instance boundaries
- This makes each step more self-contained with explicit props

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Refactor WorkspaceTour into individual step components

- Extract each step into its own component
- Create common props interface for step components
- Use a switch statement in main component for better control flow
- Rename GlobalStyles to TourGlobalStyles for clarity
- Simplify TourOverlay component interface
- Add descriptive comments for each component

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Improve asset handling in WorkspaceTour component

- Use proper Next.js static asset imports for GIFs and images
- Update component to use StaticImageData type for better type safety
- Remove unused imports and simplify import structure
- Fix image rendering to use .src property from imported assets

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,660,https://github.com/giselles-ai/giselle/pull/660,MERGED,1,2,2,4,1,"fix: reduce app card height and remove thumbnail placeholder

Reduces the app card height from 354px to 160px and comments out the thumbnail placeholder to improve the UI density and focus on essential information.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,667,https://github.com/giselles-ai/giselle/pull/667,MERGED,1,1,1,2,1,"fix: update giselle engine import path from next-internal to next

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,670,https://github.com/giselles-ai/giselle/pull/670,MERGED,1,66,13,79,2,"feat: add retry logic for workflow fetching

Refactor workflow fetching into a centralized utility function with exponential backoff retry mechanism to handle transient failures. This improves reliability by automatically retrying failed workflow fetches with increasing delays.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,685,https://github.com/giselles-ai/giselle/pull/685,MERGED,1,23,0,23,1,"Add MCP server configuration

Added configuration for GitHub and Supabase MCP servers to support development workflows.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,686,https://github.com/giselles-ai/giselle/pull/686,MERGED,1,78,13,91,1,"Improve issue association GitHub workflow

- Add comment marker to uniquely identify workflow-generated comments
- Implement comment update/delete to avoid duplicate warnings
- Batch warning messages into a single comment
- Fix issues with cross-repo PR-issue associations

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,692,https://github.com/giselles-ai/giselle/pull/692,MERGED,1,0,1,1,1,"fix: remove error dump from text generation error object

Removes unnecessary error dump from the error object in text generation failures for improved error logging and reduced payload size.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,719,https://github.com/giselles-ai/giselle/pull/719,MERGED,1,0,49,49,2,"Remove legacy deployment scripts

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,720,https://github.com/giselles-ai/giselle/pull/720,MERGED,1,123,83,206,1,"Add upgrade dialog for pro language models

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
giselles-ai,giselle,722,https://github.com/giselles-ai/giselle/pull/722,MERGED,1,236,30,266,2,"Implement additional GitHub tools

- Add addPullRequestReviewComment tool for adding PR comments
- Add getCommit tool for retrieving commit details
- Add listBranches tool for listing repository branches
- Add updatePullRequest tool for updating PR properties
- Update UI to include new GitHub tools in appropriate categories
- Fix type safety for addPullRequestReviewComment"
giselles-ai,giselle,724,https://github.com/giselles-ai/giselle/pull/724,MERGED,1,213,0,213,3,Add design mode and setup documentation
giselles-ai,giselle,726,https://github.com/giselles-ai/giselle/pull/726,MERGED,6,240,134,374,3,"Export useGiselleEngine explicitly instead of wildcard
Restructure Design Mode setup with detailed steps
Revise and clarify Design Mode setup instructions
Clarify and expand Vercel CLI installation instructions
Add procedural checklist for starting Design Mode
Revise and clarify design mode setup instructions"
giselles-ai,giselle,728,https://github.com/giselles-ai/giselle/pull/728,MERGED,1,3,0,3,1,"fix: skip non-uploaded files in copyFiles function

The copyFiles function now skips files that don't have 'uploaded' status, preventing errors when trying to copy non-existent files.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
