owner,repo_name,pull_number,url,state,initial_commit,initial_total_additions,initial_total_deletions,initial_change_lines,initial_file_change,text
giselles-ai,giselle,86,https://github.com/giselles-ai/giselle/pull/86,MERGED,10,326,46,372,10,"feat(ui): Add left menu navigation panel to beta prototype

Implement new collapsible side menu with tabbed navigation structure:
- Add LayersIcon component for overview tab
- Create reusable Tabs components using Radix UI primitives
- Set up basic Overview and GitHub tab sections
- Style menu with dark theme and glass morphism effects

The left menu provides quick access to project overview and GitHub
integration features while maintaining a clean, minimal interface.
feat(ui): Enhance left menu tabs styling and content

Improve navigation tabs UI and content structure in playground view:
- Add gap between tab triggers for better spacing
- Remove padding from tabs content container
- Add headers with close buttons to content panels
- Implement GitHub icon and styling for tab trigger
- Add initial Overview and GitHub Integration content layouts

The changes focus on improving visual hierarchy and usability of the
left menu navigation system while maintaining the dark theme aesthetic.
feat(ui): Add tab state management and close functionality

Add controlled state handling for left menu tabs:
- Implement tab value state management using useState
- Add ability to close tabs by clicking X icon
- Make tabs component controlled via value and onValueChange props

The changes improve UX by allowing users to explicitly close tab panels
and maintain proper tab state control.
feat(ui): Add editable agent name in Overview panel

Add interactive agent name editing functionality to the Overview panel with:
- Click-to-edit agent name field
- Auto-focus and text selection on edit mode
- Blur handling to exit edit mode
- Default ""Unnamed Agent"" placeholder

Improves UX by allowing users to customize agent names directly in the UI
rather than using static text.
refactor: Reorganize Overview component file structure

Move Overview component from components/ to dedicated overview/ directory to
better organize related features and maintain a cleaner component hierarchy
refactor(overview): Memoize blur handler with useCallback

Extract inline blur handler into memoized callback function to optimize
component re-renders and maintain consistent function references
feat(agent): Add in-place agent name editing with server persistence

Implement editable agent name functionality in the overview panel:
- Add server action for updating agent name in database
- Enable in-place editing with input focus management
- Add keyboard support for submitting via Enter key
- Persist name changes to database using Drizzle ORM

Part of agent management improvements
feat(agent): Add global agent name state management

Implement React Context for managing agent name across components:
- Create AgentNameProvider and useAgentName hook for centralized state
- Pass initial agent name from server-side props
- Update agent name display to use shared context state
- Replace hardcoded ""Unnamed Agent"" with dynamic name value

The change improves state management by providing a single source of truth
for the agent name, making it more maintainable and consistent across the
application.
feat(agent): Add cache revalidation for agent name updates

Add user authentication and cache revalidation to name update flow:
- Add user authentication check before updating agent name
- Revalidate agents cache after name updates
- Ensure agent list stays in sync across the application

The change ensures data consistency by invalidating cached agent data
after name updates, preventing stale data from being displayed in other
parts of the application.
refactor(ui): Remove GitHub tab from left menu

Comment out GitHub tab trigger while feature is in development to avoid
showing incomplete functionality to users."
giselles-ai,giselle,89,https://github.com/giselles-ai/giselle/pull/89,MERGED,13,289,71,360,8,"feat(github): Add feature-flagged GitHub integration UI

Implement initial GitHub integration panel with feature flag control:
- Add GitHubIntegration component
- Configure feature flag for GitHub integration visibility
- Extract GitHub panel to separate component
- Add server-side flag check

The GitHub integration UI is hidden behind a feature flag to allow
controlled rollout and testing before general availability.
feat(github): Add repository selector to GitHub integration

Add initial repository selection UI with mock data:
- Create reusable Heading component for section titles
- Add repository dropdown with Select component
- Include mock repository data for development
- Style repository selection section

This is a preliminary UI implementation for repository selection. Mock data
is used temporarily until GitHub API integration is implemented.
refactor(ui): Rename Heading component to Section

Rename Heading component file to better reflect its purpose as a section
separator with title.
refactor(ui): Rename Heading component to SectionHeader

Improve component naming clarity by changing Heading to SectionHeader to better
reflect its specific purpose in the left menu section components. Update all
related imports and usage instances.

This change enhances code maintainability and follows more specific naming
conventions for UI components.
feat(ui): Add Section component for left menu layout structure

Add new Section component to standardize layout patterns in the left menu.
Implement consistent spacing and structure for GitHub integration sections.

- Create reusable Section component with standardized gap spacing
- Add Trigger section to GitHub integration panel
- Update layout structure to use new Section component
- Improve vertical spacing between sections

The Section component helps maintain consistent UI patterns and reduces
duplicate styling code across the left menu interface.
feat(ui): Add GitHub event selection with custom Label component

- Create reusable Label component using Radix UI primitives and CVA
- Implement event selection dropdown in GitHub integration panel
- Add mock event data for issue interactions

Part of GitHub integration feature #XXX
feat(github): Add node selection for GitHub integration actions

- Implement Action section with node selection dropdown
- Add mock node data for workflow starting points
- Reuse Label and Select components for consistent UI
feat(ui): Update GitHub integration form layout and styling

Add form field wrapper component and improve visual hierarchy in form sections.
Key changes:
- Create new SectionFormField component for consistent form layout
- Update label text color from black-30 to black-70 for better contrast
- Modify node name format in mock data to show flow connections
- Adjust form field labels and select widths for better UX

Part of GitHub integration UI improvements
feat(github): Add follow-up action selector to integration flow

Add new ""Then"" field to GitHub integration form allowing users to specify
post-flow actions like commenting on issues or creating pull requests.

- Introduce mockNextActions array with initial action options
- Add new select field under ""Action"" section for follow-up steps
- Maintain consistent form styling with SectionFormField wrapper

Part of GitHub automation workflow enhancements
feat(github): Add call sign input to GitHub event trigger

Add input field for custom call signs that will trigger GitHub automation
workflows (e.g., bot commands in comments or PR descriptions).

- Add text input field under Trigger section
- Remove fixed width constraints from select components
- Ensure consistent full-width form elements

Part of improving GitHub automation configuration flexibility
feat(github): Add usage hint for GitHub bot commands

Add explanatory text below call sign input showing example command syntax and
context where commands can be used.

- Add hint text with command example ""/giselle report-agent""
- Style command preview with background highlight
- Include repository path context

Improves user understanding of bot command usage
fix(data): Update mock repository name in GitHub integration

Change repository name from 'rou06inc/giselle' to 'giselles-ai/giselle' to
reflect correct organization name.

This change ensures consistency between the mock data and actual repository
references throughout the application.
style(ui): Update select trigger background color

Change select trigger background to translucent blue-gray (hsla(207,43%,91%,0.2))
for better visual hierarchy in form elements.

Original background: bg-background
New background: bg-[hsla(207,43%,91%,0.2)]"
giselles-ai,giselle,108,https://github.com/giselles-ai/giselle/pull/108,MERGED,1,5,4,9,1,"feat: make call sign input controlled and update preview dynamically

Updates the GitHub integration form to use controlled input for the call sign field,
showing real-time updates in the usage example preview. Previously used uncontrolled
input with defaultValue."
giselles-ai,giselle,109,https://github.com/giselles-ai/giselle/pull/109,MERGED,1,163,126,289,1,"refactor(webhook): Extract GitHub workflow logic into separate function

Refactors the GitHub webhook handler to improve maintainability and error
handling by:
- Moving core workflow logic into dedicated `run` function
- Adding proper typing for GitHub next actions
- Implementing background processing with Vercel's waitUntil
- Improving installation ID validation

The changes make the code more modular and easier to test while maintaining
the same functionality. Webhook responses now return immediately while
processing continues in the background."
giselles-ai,giselle,138,https://github.com/giselles-ai/giselle/pull/138,MERGED,1,1,1,2,1,hotfix: fallback subscription id
giselles-ai,giselle,147,https://github.com/giselles-ai/giselle/pull/147,MERGED,24,1921,989,2910,18,"fix(editor): Preserve node state during updates in ReactFlow

Improve node update logic to maintain existing node properties when updating
the graph state. Add updateNodeInternals call to ensure proper re-rendering
of node internals.

- Merge existing node properties with updates instead of full replacement
- Add useUpdateNodeInternals hook for proper node refreshing
- Update dependency array in useEffect to include new dependencies

Resolves potential issues with node state preservation and rendering
feat(editor): Add file upload functionality to properties panel

Implement drag-and-drop and click-to-upload file handling in the properties
panel, with support for file metadata display and state management.

- Add file upload UI with drag-and-drop and manual selection
- Restructure FileContent type to separate data from metadata
- Add file upload state handling and preview
- Include size limit warning (4.5MB per file)
- Fix typo in uploadedAt field name

Breaking: FileContent type structure changed to separate data field
feat(files): Add file upload and document parsing functionality

Add support for uploading files and parsing them into structured text:
- Integrate Vercel Blob storage for file uploads
- Add Unstructured API integration for document parsing
- Convert parsed elements to markdown format
- Track file processing status (uploading/processing/completed)
- Add file type validation and size limits
- Store both raw JSON and markdown versions of parsed content

Breaking changes:
- FileData type now requires status field and additional metadata
refactor(playground): Update node source IDs with scope prefixes

Add descriptive prefixes to source IDs to improve clarity and maintainability
by indicating which node type each source belongs to (outline, section1, etc).
Also fix instruction text in review node to properly reflect its purpose.

All source IDs now follow the pattern: ndh_{nodeType}-source{n}
refactor(ui): Extract dropdown menu components into separate file

Move dropdown menu related components from properties-panel.tsx to a new
dedicated file dropdown-menu.tsx for better code organization and reusability.
The new file contains the following components:

- DropdownMenu
- DropdownMenuTrigger
- DropdownMenuContent
- DropdownMenuLabel
- DropdownMenuSeparator
- DropdownMenuRadioItem
- DropdownMenuCheckboxItem

No functional changes or breaking changes introduced.
feat(ui): Add alignment and offset props to DropdownMenuContent

Enhance dropdown menu component flexibility by adding customizable alignment
and offset properties. Also export DropdownMenuCheckboxItem for reuse.

- Add align and sideOffset props to DropdownMenuContent
- Make DropdownMenuCheckboxItem component exportable
- Update NodeDropdown implementation with new props
feat(ui): Add toolbar component with variable selection dropdown

Add bottom toolbar to editor interface featuring variable type selection with
dropdown menu and tooltips.

- Create new Toolbar component with Radix UI primitives
- Add bottom-center panel to editor layout for toolbar placement
- Implement variable type selection (text/file) with icons
- Update @radix-ui/react-tooltip dependency to 1.1.4
feat(editor): Add node creation toolbar with preview

Implement visual node creation workflow with mouse follower preview:
- Add toolbar context to manage node creation tools state
- Create mouse position tracking for preview placement
- Show ghosted node preview that follows cursor
- Disable node/edge interactions while tool is active
- Add radio group selection for text/file node types

Improves UX by providing visual feedback during node creation and
prevents accidental interactions with existing nodes while placing
new ones.
feat(editor): Add node creation via click-to-place interaction

Implement floating node preview and click-to-place functionality for adding new
nodes to the graph editor. Changes include:

- Replace MouseFollower with FloatingNodePreview component
- Add addNode action to graph reducer
- Update Node component to handle preview rendering mode
- Hide connection handles when in preview mode

The new interaction allows users to visually preview and place nodes by
clicking anywhere on the canvas, improving the node creation workflow.
feat(toolbar): Improve dropdown menu behavior and keyboard interaction

Add escape key handling and prevent focus return when closing the node type
dropdown menu. This enhances the UX by:

- Clearing tool selection when pressing Escape
- Preventing focus return to trigger button after closing
- Ensuring consistent state between dropdown and tool selection

These changes make the toolbar interaction more intuitive and align with
standard dropdown behavior patterns.
feat(editor): Add file node type support to node creation

Implement file node type alongside text nodes in the graph editor, including:

- Add separate preview and creation logic for text and file nodes
- Extract PreviewNode component for better organization
- Make file data optional in FileContent type
- Update FloatingNodePreview to handle different node types

This change expands the node creation system to support multiple node types,
allowing users to add both text and file nodes to their graphs.
fix(editor): Correct node placement position calculation

Update the onPlaceNode function to properly convert screen
coordinates to flow coordinates using the reactFlowInstance.
This change ensures that nodes are placed accurately within
the editor, improving user experience and preventing layout
issues.

No breaking changes.
feat(editor, toolbar): Add text generation node functionality

- Introduce new tool option for adding text generation nodes
  in the editor, enabling users to create nodes designed
  for text generation tasks.
- Update the toolbar context and components to manage the
  new tool selection and toolbar section visibility more
  effectively.
- Replace deprecated `tool` and `open` states with
  structured state management for active toolbar sections
  and selected tools.

This change enhances the user interface and usability by
allowing more dynamic interactions within the editor.

No breaking changes.
feat(editor): Enhance React Flow editor interactions

- Integrate new interaction features in the editor to
  improve user experience. This includes enabling panning
  on scroll and selection on drag, allowing for smoother
  manipulation of nodes in the canvas.
- Update the selection mode to Partial, allowing users to
  select multiple items without dragging over them completely.

These changes aim to enhance the usability of the editor,
making it more intuitive for users to manage nodes and
connections.

No breaking changes.
style(editor): Add custom styles for Giselle Flow

- Introduce a new CSS class, `.giselle-flow`, to
  customize the appearance and cursor behavior for
  nodes and edges within the React Flow editor.
- Update styles to change the cursor to default when
  hovering over selectable and draggable nodes and edges,
  enhancing visual feedback during interactions.

This change improves the overall usability of the editor
by providing clearer visual cues to users.

No breaking changes.
fix(toolbar, dropdown): Improve dropdown menu behavior

- Enhance the `DropdownMenuContent` component to support
  `onPointerDownOutside` and `onFocusOutside` event handlers,
  allowing for better interaction management.
- Implement callbacks in the Toolbar component to clear tool
  selections when the user clicks or focuses outside the dropdown,
  preventing UI confusion and aiding user experience.

These changes ensure a more intuitive interaction with
dropdown menus, making it clearer when an action has been
cancelled or a menu has been dismissed.

No breaking changes.
refactor(toolbar): Revamp toolbar to use toggle group

- Replace dropdown menus in the toolbar with a toggle group for
  selecting tool types, enhancing usability and providing a cleaner
  interface.
- Implement `ToggleGroup` from Radix UI to manage tool selections,
  allowing single selection mode for cleaner visual feedback.
- Icons for `addTextNode`, `addFileNode`, and `addTextGenerationNode`
  are now directly represented in the toolbar for better accessibility.

This change simplifies the tool selection process and improves
the overall user experience within the toolbar.

No breaking changes.
refactor(toolbar): Introduce tooltips for toggle group items

- Implement a `ToggleGroupItem` component that wraps each
  item in the toolbar toggle group with a tooltip for better
  user guidance.
- Enhance user experience by providing feedback when hovering
  over each tool option, clearly indicating their purpose.
- Reduce code duplication within the toolbar component by
  encapsulating common functionality related to tooltips.

These changes improve the usability of the toolbar, making it
easier for users to understand the functionality of each tool.

No breaking changes.
feat(editor, toolbar): Add move tool and crosshair cursor

- Introduce a new ""Move"" tool in the toolbar to allow users
  to freely select and move nodes within the editor.
- Update the state management in the editor to support the
  new move functionality, enabling switching between tool
  modes more seamlessly.
- Change the cursor to a crosshair when a floating node is
  present, improving the visual feedback for the user
  during node placement.

These enhancements make the editor more flexible and user-friendly,
allowing for better manipulation of elements on the canvas.

No breaking changes.
refactor(editor): Move node creation logic to pane click handler

Simplify node placement by moving creation logic from FloatingNodePreview
component to the main editor's onPaneClick handler. This improves code
organization and reduces component coupling.

Technical changes:
- Remove onPlaceNode prop and logic from FloatingNodePreview
- Add onPaneClick handler to ReactFlow component
- Keep node creation logic consistent between components
refactor(toolbar): Enhance Tool type with category-based structure

Update Tool type from string enum to structured object with category and action
properties for better type safety and feature organization.

Changes:
- Convert Tool type to discriminated union with category/action fields
- Update toolbar context and components to handle new Tool structure
- Add type definitions for different tool categories (edit/move)
- Adjust tool selection logic to use category-based filtering

BREAKING: Tool type is now an object instead of string enum
fix(toolbar): Update toggle state check for new Tool type

Adjust ToggleGroupItem to compare selectedTool.action with value instead of
direct comparison to support new Tool type structure.

BREAKING: Requires updated Tool type from previous commit
refactor(toolbar): Remove section visibility management

Simplify toolbar by removing section visibility state management, focusing on
tool selection only. This reduces complexity and removes unused functionality.

Changes:
- Remove activeToolbarSection state and related code
- Remove setToolbarSection method
- Clean up old toolbar file
- Simplify ToolbarContext interface
refactor(editor): Simplify toolbar state management and selection logic

Reorganize toolbar and editor interactions to use a default ""move"" tool state
instead of undefined values. This improves code clarity and reduces edge cases.

Changes:
- Replace undefined tool states with explicit ""move"" default
- Rename clearToolAndSections to reset for better semantics
- Update node/edge selection logic to check tool category
- Fix toolbar toggle group controlled state handling"
giselles-ai,giselle,154,https://github.com/giselles-ai/giselle/pull/154,MERGED,4,88,28,116,2,"refactor(editor): Clean up unused imports in canary editor

Removed unnecessary imports and dependencies from the editor component:
- Removed ReactFlowProvider as it's now handled at a higher level
- Removed unused type imports (Graph, Position)
- Removed provider imports since hooks are used directly

This change improves code cleanliness and reduces bundle size by removing
dead code. No functional changes or breaking changes.
feat(editor): Add node removal functionality

Implemented node deletion in the graph editor:
- Add removeNode action and reducer case to handle node deletion
- Wire up ReactFlow's node removal events to graph state
- Maintain graph consistency by filtering out deleted nodes

The change allows users to delete nodes from the graph using standard
deletion controls, completing the basic node manipulation feature set.
fix(editor): Remove edge manipulation controls

Remove ability to select and delete edges in the graph editor:
- Set edge selectable and deletable properties to false
- Remove onEdgesChange handler and related tool checks
- Remove unnecessary dependency on selectedTool in useEffect

This change prevents accidental edge manipulation, making the graph
connections more stable and reducing potential user errors.
feat(editor): Add cascade delete for nodes and connections

Implement comprehensive node deletion with dependency handling:
- Remove incoming connections from deleted nodes
- Update dependent text generation nodes by removing invalid sources
- Clear requirement references if source node is deleted
- Maintain graph consistency by cleaning up all related data

This change ensures clean node removal without leaving dangling connections
or invalid references in dependent nodes, particularly for text generation
nodes that depend on other nodes as sources."
giselles-ai,giselle,159,https://github.com/giselles-ai/giselle/pull/159,MERGED,1,47,12,59,3,"feat(ui): Add keyboard shortcuts for toolbar actions

Implement keyboard shortcuts for quick tool selection and enhance tooltip
display to show available shortcuts.

- Add new KeyboardShortcut component to handle keyboard events
- Implement shortcuts:
  - v: Move tool
  - t: Text node
  - f: File node
  - g: Text Generator node
  - Escape: Reset to move tool
- Update tooltips to display shortcut hints
- Improve tooltip styling with better contrast and spacing

This improves workflow efficiency by allowing quick tool switching via
keyboard commands while maintaining discoverability through visual hints."
giselles-ai,giselle,162,https://github.com/giselles-ai/giselle/pull/162,MERGED,1,8,0,8,1,"fix(shortcuts): Prevent keyboard shortcuts in form inputs

Add check to ignore keyboard shortcuts when focus is on input elements:
- Add list of ignored HTML tags (INPUT, TEXTAREA, SELECT)
- Check active element before triggering shortcuts
- Prevents unintended tool switching while typing

This fixes potential conflicts between keyboard shortcuts and text input,
improving usability when editing text fields or forms."
giselles-ai,giselle,164,https://github.com/giselles-ai/giselle/pull/164,MERGED,3,283,244,527,6,"refactor(agents): Migrate agent list to dedicated v2 route

Move agent list v2 implementation to dedicated route structure:
- Create new /agents-v2 route with separate layout and page components
- Add server action for agent creation in layout
- Simplify agent listing logic in page component
- Update redirect from legacy agents page

This reorganization improves code structure and separation of concerns while
preparing for v2 feature parity. The new route structure allows for better
scalability of the agents management interface.
feat(ui): Add loading state for agent list

Add Suspense boundary around agent list component to handle loading state:
- Wrap AgentList in Suspense component
- Add simple loading fallback text
- Improve UX by showing feedback during data fetch

This change provides visual feedback while agent data is being loaded,
improving perceived performance and user experience.
feat(ui): Enhance agent list with card layout and timestamps

Add styled agent cards with improved visual hierarchy and information:
- Implement grid layout with gradient-styled cards
- Add last updated timestamp with relative formatting
- Move formatTimestamp utility to shared utils
- Add DataList component for consistent data presentation
- Improve layout spacing and visual hierarchy

This change enhances the agent list view with a more polished and
informative presentation while making the timestamp formatting utility
more reusable across the application."
giselles-ai,giselle,166,https://github.com/giselles-ai/giselle/pull/166,MERGED,1,123,5,128,1,"feat(ui): Add generate text functionality to properties panel

Add text generation controls and empty state UI with two main actions:
- Generate text using current prompt
- Navigate to prompt editor

The update improves UX by providing clear actions when no text is generated
and streamlines the text generation workflow."
giselles-ai,giselle,167,https://github.com/giselles-ai/giselle/pull/167,MERGED,1,39,7,46,2,"feat(canary): Add support for file source in actions

- Introduce FileSource type to handle file inputs.
- Modify resolveSources function to process files and integrate
  error handling for different file states (uploading, processing).
- Update prompts to render file content appropriately.

This change allows users to work with file inputs alongside text
sources, expanding the functionality of the action processing."
giselles-ai,giselle,170,https://github.com/giselles-ai/giselle/pull/170,MERGED,4,173,23,196,10,"feat(ui): Add toast notification system to playground editor

Implement a reusable toast notification system using Radix UI Toast primitive:
- Create ToastContext and provider for managing toast state
- Add Toast component with customizable variants and styling
- Integrate toast functionality into editor component
- Support configurable duration, types, and swipe-to-dismiss

Technical notes:
- Uses Radix UI for accessible toast notifications
- Toasts auto-dismiss after configured duration (default 3s)
- Supports info/success/warning/error variants
- Positioned in bottom-right with z-index to overlay editor
feat(ui): Style toast notifications and add error variant

Add visual styling and error state to toast notifications:
- Add CircleXIcon component for error toasts
- Style toasts with proper typography, spacing and colors
- Configure error variant with red color scheme and icon
- Adjust toast viewport positioning and width
- Add red-50 color to design system

Technical details:
- Uses clsx for conditional styling based on toast type
- Viewport width reduced to 320px with 40px padding
- Error state includes CircleXIcon and red-50 color (#FF5367)
- Title uses 18px/800 weight, message uses 12px
chore(deps): Add @radix-ui/react-toast package

Add Radix UI Toast primitive package (v1.2.2) for toast notifications system
test(ui): Add temporary toast testing shortcut

Add keyboard shortcut 'a' to test error toast notifications:
- Displays sample error message for visual testing
- Demonstrates toast context usage and error variant
- Marked with TODO for future removal"
giselles-ai,giselle,177,https://github.com/giselles-ai/giselle/pull/177,MERGED,2,104,49,153,4,"feat(ui): Add reusable Tooltip components

Create shared UI components to standardize tooltip functionality
across the application.

- Create reusable Tooltip component wrapping Radix UI tooltip primitives
- Refactor toolbar tooltips to use new shared component
- Add TooltipAndHotkey component for consistent shortcut display

Improves UI consistency and reduces code duplication for commonly used
interface patterns.
refactor(ui): Update ClipboardButton with improved tooltip integration

Enhance ClipboardButton component with better UX and more flexible tooltip
handling.

- Replace Paperclip with FingerprintIcon for better visual alignment
- Add configurable tooltip text prop with default value
- Make tooltip offset customizable
- Integrate ClipboardButton in properties panel for artifact IDs
- Update Tooltip component to support configurable side offset"
giselles-ai,giselle,181,https://github.com/giselles-ai/giselle/pull/181,MERGED,1,15,1,16,2,"feat(agents): Add loading state to New Agent button

Add loading state feedback to the New Agent creation button:
- Create client-side button component with useFormStatus hook
- Show disabled state while form submission is pending
- Maintain consistent button styling and layout

This improves UX by providing visual feedback during agent creation and
preventing duplicate submissions."
giselles-ai,giselle,186,https://github.com/giselles-ai/giselle/pull/186,MERGED,2,13,3,16,1,"style(properties-panel): Update layout for document icon display

- Modify document icon size for better visibility
- Improve layout by adding descriptive text ""Click to open""
- Enhance overall user experience in the properties panel
feat(properties-panel): Add loading spinner for artifacts

- Introduce SpinnerIcon to indicate loading state for non-generated artifacts
- Update icon rendering logic based on artifact type
- Enhance user feedback during artifact loading in the properties panel"
giselles-ai,giselle,193,https://github.com/giselles-ai/giselle/pull/193,MERGED,4,510,144,654,8,"feat(navigation-panel): Refactor navigation with context and new tab

- Introduce TabValueContext to manage active tab state
- Add Developer tools tab with graph download feature
- Simplify content management by creating reusable ContentPanel components
- Ensure enhanced organization and user experience in navigation
test(graph): Add unit tests for deriveSubGraphs function

- Implement tests for the deriveSubGraphs function to ensure it correctly processes graph structures.
- Create a sample graph with various node types and connections to validate outputs.
- Enhance test coverage for graph context functionalities.
feat(graph): Implement subgraph derivation and visual mapping

Add logic to detect and organize connected components into subgraphs for
better visualization and organization of the node graph:

- Add deriveSubGraphs function to identify isolated subgraphs
- Update tests with visual graph representation and connection validation
- Add helper functions for subgraph ID generation
- Add graph versioning and subgraph array to graph structure

The implementation uses depth-first search to identify connected components
and builds subgraph objects containing related nodes and connections.
feat(graph): Add versioning and migration system for graphs

Implements graph versioning with automatic migration to latest schema:

- Move graph utility functions to separate file
- Add version field (""2024-12-09"") to graph schema
- Create migration system to handle legacy graphs
- Add version check and auto-migration on graph load
- Relocate and update related tests

BREAKING CHANGE: Graphs now require version field in schema"
giselles-ai,giselle,204,https://github.com/giselles-ai/giselle/pull/204,MERGED,1,14,0,14,4,"feat(llm): Add Google Gemini model support

Add Google AI SDK integration and Gemini 1.5 model options to the language
model selection interface. This enables users to leverage both Gemini 1.5
Flash and Pro models alongside existing OpenAI and Anthropic options.

- Add @ai-sdk/google dependency
- Implement Google provider resolution in actions.ts
- Update model selector UI with Gemini options"
giselles-ai,giselle,225,https://github.com/giselles-ai/giselle/pull/225,MERGED,1,3,0,3,1,"feat(ui): Add Gemini 2.0 Flash Exp model to LLM selection

Add Google's Gemini 2.0 Flash Exp model as a new option in the language
model selection dropdown. This experimental model is available for developer
testing alongside existing Gemini, OpenAI, and Anthropic models.

Note: This model is currently in experimental phase and should be used with
caution in production environments."
giselles-ai,giselle,227,https://github.com/giselles-ai/giselle/pull/227,MERGED,1,6,6,12,3,"chore(deps): Upgrade AI SDK packages for compatibility

Update AI SDK packages to their latest versions:
- @ai-sdk/anthropic: 0.0.56 -> 1.0.5
- @ai-sdk/google: 1.0.7 -> 1.0.10
- @ai-sdk/openai: 0.0.72 -> 1.0.8
- ai: 3.4.33 -> 4.0.16

Adjust stream handling code to maintain compatibility with updated SDKs:
- Update simulateReadableStream to use 'chunks' instead of 'values'
- Fix streamObject usage syntax"
giselles-ai,giselle,232,https://github.com/giselles-ai/giselle/pull/232,MERGED,2,226,16,242,5,"wip
feat(playground): Add agent duplication feature with file handling

Add functionality to clone agents with their associated files and graphs:

- Create new server action `copyAgentAction` for agent duplication
- Handle file copying using Vercel Blob storage
- Generate new IDs for duplicated files and graphs
- Add UI form component for agent ID input with validation
- Implement loading and success states for better UX"
giselles-ai,giselle,235,https://github.com/giselles-ai/giselle/pull/235,MERGED,1,32,2,34,3,"feat(file): Add pathnameToFilename utility for path handling

Add a new utility function to extract filenames from full paths and update
file copy implementation to preserve original filenames with random suffixes.

- Add pathnameToFilename function to extract file name from path
- Add comprehensive test cases for different path scenarios
- Update copyAgentAction to maintain original file names during copy
- Add random suffix to prevent filename collisions"
giselles-ai,giselle,239,https://github.com/giselles-ai/giselle/pull/239,MERGED,2,10,1,11,1,"fix(canary): Add error logging to generation tracer

Add error message capture to the generationTracer when text generation fails,
improving error observability and debugging capabilities in the execution
workflow.

The change ensures that any errors during step execution are properly
recorded in the tracing system before being propagated to the stream.
feat(tracing): Add parent trace updates for text generation steps

Enhance tracing by capturing input prompt and output result at both
generation and parent trace levels. This provides better visibility into
the text generation process across different tracing scopes.

The dual-level tracing allows for more comprehensive monitoring and
debugging of text generation workflows while maintaining detailed
generation-specific traces."
giselles-ai,giselle,250,https://github.com/giselles-ai/giselle/pull/250,MERGED,2,219,85,304,3,"feat(types): Add failed and skipped execution states

Add new interface types to support failed and skipped states for Step, Job
and Execution entities. This enables proper error handling and skipped
execution flows in the playground.

Changes include:
- Add FailedStepExecution with error details
- Add SkippedStepExecution state
- Add FailedJobExecution and SkippedJobExecution
- Add FailedExecution state
- Update union types to include new states
feat(execution): Implement error handling and status visualization

Add comprehensive error handling and skip logic for execution flow,
including visual indicators for failed and skipped states.

- Add error handling in step and job execution flows
- Implement skip logic for subsequent jobs after failure
- Add visual indicators for failed and skipped states
- Update execution viewer to display error messages
- Export execution interface types for broader usage

BREAKING CHANGE: executeStep and executeJob now return specific completion
types instead of duration numbers"
giselles-ai,giselle,254,https://github.com/giselles-ai/giselle/pull/254,MERGED,5,460,75,535,8,"refactor(ui): Update button component styling and structure

Reorganize button implementation and update visual design:
- Move inline button component from header to dedicated file
- Update button styles with rounded corners and consistent height
- Adjust shadow and typography properties for better aesthetics

This change maintains functionality while improving design consistency
across the playground interface.
feat(execution): Add execution snapshots to store graph state

Create execution snapshots that capture full graph context during execution:
- Add ExecutionSnapshot type to store complete execution state
- Include nodes, connections and flow data alongside execution details
- Modify putExecutionAction to store entire snapshot instead of just execution
- Add helper function to create snapshots from current graph state

This change enables proper replay and debugging of past executions by
preserving the complete graph state at execution time.
prevent remove folded files such as execusion snapshots
feat(execution): Implement flow retry functionality

Add ability to retry failed flow executions with the following features:
- Preserve completed step results from original execution
- Retry only failed steps while maintaining execution context
- Add retry button in failed step UI
- Support full graph state restoration from execution snapshots

This change allows users to retry failed flows without recreating the entire
execution, saving time and maintaining execution history. Failed steps can
be retried while preserving successful results from previous attempts.
refactor(execution): Improve execution snapshot creation and retry logic

Clean up execution state management and snapshot handling:
- Restructure createExecutionSnapshot to use object params for clarity
- Fix step completion check to preserve completed step results
- Ensure retry uses original graph state from snapshot
- Remove unnecessary status filtering in executeJob

This change improves code maintainability and fixes issues with execution
state preservation during retries."
giselles-ai,giselle,255,https://github.com/giselles-ai/giselle/pull/255,MERGED,2,73,47,120,2,"feat(execution): Add granular step retry functionality

Enhance flow execution system with ability to retry specific steps while
maintaining execution context. Key changes:

- Add buildExecutionsFromSnapshot helper to reconstruct execution state
- Modify retryFlowExecution to accept optional forceRetryStepId parameter
- Filter artifacts by creator node when retrying steps
- Preserve completed steps while resetting targeted step and dependencies

This change allows for more efficient debugging and error recovery by
retrying only failed or specified steps rather than the entire flow.

Breaking changes:
- retryFlowExecution API now accepts additional forceRetryStepId parameter
feat(ui): Add retry button for individual execution steps

Add retry button next to generated artifacts that allows users to re-run
specific steps in the execution flow. This improves debugging workflow by
enabling targeted retries without rerunning the entire flow.

- Add retry button to execution viewer step content
- Connect retry action to retryFlowExecution with step ID
- Maintain consistent styling with existing clipboard controls"
